parcel_id_REMM,TAZID_832,TAZID_900,Tract_GEOID
64380,1104,1195,49035103000
64381,1104,1195,49035103000
64382,1102,1193,49035102900
64383,1102,1193,49035102900
64384,1103,1194,49035103000
64385,1102,1193,49035102900
64386,1102,1193,49035102900
64387,1104,1195,49035103000
64388,1084,1156,49035102000
64389,1087,1159,49035101800
64390,1087,1159,49035101800
64391,1087,1159,49035101800
64392,1087,1159,49035101800
64396,1106,1197,49035103500
64397,1129,1234,49035103400
64421,1125,1230,49035102900
64422,1125,1230,49035102900
64434,1127,1232,49035103100
64435,1128,1233,49035103100
65362,1127,1232,49035103100
65366,1008,1137,49035114000
65518,1103,1194,49035103000
65572,1082,1153,49035102000
65865,1084,1156,49035102000
66652,1127,1232,49035103100
67081,1104,1195,49035103000
67118,1084,1156,49035102000
67860,1104,1195,49035103000
212544,1104,1195,49035103000
213579,1106,1197,49035103500
213580,1106,1197,49035103500
213599,1129,1234,49035103400
213981,1106,1197,49035103500
213983,1106,1197,49035103500
213985,1106,1197,49035103500
214045,1106,1197,49035103500
214046,1106,1197,49035103500
214049,1104,1195,49035103000
214052,1106,1197,49035103500
214125,1104,1195,49035103000
214126,1106,1197,49035103500
214445,1106,1197,49035103500
214524,1104,1195,49035103000
214525,1106,1197,49035103500
214526,1106,1197,49035103500
214528,1104,1195,49035103000
214831,1104,1195,49035103000
214833,1106,1197,49035103500
214834,1104,1195,49035103000
214923,1104,1195,49035103000
214926,1106,1197,49035103500
214927,1106,1197,49035103500
215021,1104,1195,49035103000
215022,1104,1195,49035103000
215023,1106,1197,49035103500
215098,1104,1195,49035103000
215099,1106,1197,49035103500
215100,1106,1197,49035103500
215216,1103,1194,49035103000
215217,1106,1197,49035103500
215338,1106,1197,49035103500
215345,1106,1197,49035103500
215482,1104,1195,49035103000
215605,1104,1195,49035103000
215606,1106,1197,49035103500
215608,1104,1195,49035103000
215757,1106,1197,49035103500
215760,1106,1197,49035103500
215867,1104,1195,49035103000
215870,1106,1197,49035103500
215991,1103,1194,49035103000
215993,1106,1197,49035103500
216076,1104,1195,49035103000
216077,1104,1195,49035103000
216173,1104,1195,49035103000
216174,1106,1197,49035103500
216178,1106,1197,49035103500
216273,1106,1197,49035103500
216390,1106,1197,49035103500
216518,1104,1195,49035103000
216519,1106,1197,49035103500
216520,1106,1197,49035103500
216521,1106,1197,49035103500
216639,1104,1195,49035103000
216640,1104,1195,49035103000
216642,1106,1197,49035103500
216765,1104,1195,49035103000
216768,1106,1197,49035103500
216771,1106,1197,49035103500
217166,1106,1197,49035103500
217169,1106,1197,49035103500
217286,1104,1195,49035103000
217287,1106,1197,49035103500
217292,1106,1197,49035103500
217554,1106,1197,49035103500
217691,1104,1195,49035103000
217814,1106,1197,49035103500
218045,1106,1197,49035103500
218130,1106,1197,49035103500
218197,1106,1197,49035103500
218280,1106,1197,49035103500
218286,1106,1197,49035103500
218338,1106,1197,49035103500
218401,1106,1197,49035103500
218484,1106,1197,49035103500
218559,1104,1195,49035103000
218560,1106,1197,49035103500
218562,1106,1197,49035103500
218654,1104,1195,49035103000
218656,1104,1195,49035103000
218657,1106,1197,49035103500
218739,1106,1197,49035103500
218742,1106,1197,49035103500
218815,1106,1197,49035103500
218816,1106,1197,49035103500
218818,1106,1197,49035103500
218820,1106,1197,49035103500
218908,1104,1195,49035103000
218909,1106,1197,49035103500
218912,1106,1197,49035103500
218989,1104,1195,49035103000
219084,1104,1195,49035103000
219086,1106,1197,49035103500
219169,1106,1197,49035103500
219171,1104,1195,49035103000
219175,1102,1193,49035102900
219263,1104,1195,49035103000
219264,1106,1197,49035103500
219351,1106,1197,49035103500
219353,1106,1197,49035103500
219355,1106,1197,49035103500
219450,1104,1195,49035103000
219451,1106,1197,49035103500
219452,1104,1195,49035103000
219532,1103,1194,49035103000
219534,1104,1195,49035103000
219535,1106,1197,49035103500
219537,1102,1193,49035102900
219608,1104,1195,49035103000
219683,1106,1197,49035103500
219685,1104,1195,49035103000
219687,1106,1197,49035103500
219688,1106,1197,49035103500
219762,1103,1194,49035103000
219763,1106,1197,49035103500
219764,1104,1195,49035103000
219765,1104,1195,49035103000
219769,1103,1194,49035103000
219829,1103,1194,49035103000
219830,1104,1195,49035103000
219831,1104,1195,49035103000
219833,1104,1195,49035103000
219907,1104,1195,49035103000
219908,1106,1197,49035103500
219970,1104,1195,49035103000
219977,1102,1193,49035102900
219980,1106,1197,49035103500
220039,1104,1195,49035103000
220040,1106,1197,49035103500
220042,1104,1195,49035103000
220105,1104,1195,49035103000
220190,1103,1194,49035103000
220191,1104,1195,49035103000
220192,1106,1197,49035103500
220193,1104,1195,49035103000
220199,1106,1197,49035103500
220264,1103,1194,49035103000
220265,1104,1195,49035103000
220266,1104,1195,49035103000
220267,1104,1195,49035103000
220272,1106,1197,49035103500
220345,1106,1197,49035103500
220432,1106,1197,49035103500
220508,1104,1195,49035103000
220591,1106,1197,49035103500
220673,1104,1195,49035103000
220675,1106,1197,49035103500
220676,1104,1195,49035103000
220679,1106,1197,49035103500
220759,1104,1195,49035103000
220843,1104,1195,49035103000
220844,1104,1195,49035103000
221078,1104,1195,49035103000
221079,1104,1195,49035103000
221083,1104,1195,49035103000
221150,1104,1195,49035103000
221156,1104,1195,49035103000
221161,1106,1197,49035103500
221211,1104,1195,49035103000
221214,1104,1195,49035103000
221216,1106,1197,49035103500
221274,1104,1195,49035103000
221275,1104,1195,49035103000
221276,1106,1197,49035103500
221339,1104,1195,49035103000
221407,1104,1195,49035103000
221408,1104,1195,49035103000
221409,1106,1197,49035103500
221470,1106,1197,49035103500
221471,1106,1197,49035103500
221475,1106,1197,49035103500
221547,1104,1195,49035103000
221549,1106,1197,49035103500
221553,1106,1197,49035103500
221630,1104,1195,49035103000
221631,1104,1195,49035103000
221633,1104,1195,49035103000
221634,1104,1195,49035103000
221636,1106,1197,49035103500
221708,1104,1195,49035103000
221778,1106,1197,49035103500
221780,1104,1195,49035103000
221844,1104,1195,49035103000
221845,1104,1195,49035103000
221846,1106,1197,49035103500
221848,1106,1197,49035103500
221849,1104,1195,49035103000
221918,1106,1197,49035103500
221988,1104,1195,49035103000
222051,1104,1195,49035103000
222056,1106,1197,49035103500
222132,1106,1197,49035103500
222133,1104,1195,49035103000
222189,1104,1195,49035103000
222190,1106,1197,49035103500
222191,1106,1197,49035103500
222192,1106,1197,49035103500
222264,1106,1197,49035103500
222267,1106,1197,49035103500
222354,1106,1197,49035103500
222356,1104,1195,49035103000
222357,1104,1195,49035103000
222360,1106,1197,49035103500
222416,1104,1195,49035103000
222417,1104,1195,49035103000
222418,1104,1195,49035103000
222488,1104,1195,49035103000
222491,1106,1197,49035103500
222553,1106,1197,49035103500
222556,1106,1197,49035103500
222559,1106,1197,49035103500
222621,1104,1195,49035103000
222624,1104,1195,49035103000
222694,1106,1197,49035103500
222699,1106,1197,49035103500
222750,1104,1195,49035103000
222753,1106,1197,49035103500
222859,1106,1197,49035103500
222861,1106,1197,49035103500
222907,1106,1197,49035103500
222909,1106,1197,49035103500
222983,1104,1195,49035103000
222985,1104,1195,49035103000
222986,1104,1195,49035103000
223061,1104,1195,49035103000
223064,1106,1197,49035103500
223128,1106,1197,49035103500
223129,1106,1197,49035103500
223132,1106,1197,49035103500
223205,1106,1197,49035103500
223209,1106,1197,49035103500
223267,1106,1197,49035103500
223415,1106,1197,49035103500
223420,1106,1197,49035103500
223597,1106,1197,49035103500
223601,1103,1194,49035103000
223603,1106,1197,49035103500
223690,1106,1197,49035103500
223766,1103,1194,49035103000
223767,1106,1197,49035103500
223867,1104,1195,49035103000
223968,1104,1195,49035103000
223969,1106,1197,49035103500
223975,1103,1194,49035103000
223976,1106,1197,49035103500
224068,1104,1195,49035103000
224147,1104,1195,49035103000
224148,1104,1195,49035103000
224149,1106,1197,49035103500
224152,1106,1197,49035103500
224241,1106,1197,49035103500
224244,1106,1197,49035103500
224445,1104,1195,49035103000
224449,1106,1197,49035103500
224538,1106,1197,49035103500
224541,1104,1195,49035103000
224545,1103,1194,49035103000
224637,1104,1195,49035103000
224757,1106,1197,49035103500
224879,1104,1195,49035103000
224880,1104,1195,49035103000
224888,1106,1197,49035103500
224978,1103,1194,49035103000
225101,1106,1197,49035103500
225200,1104,1195,49035103000
225201,1106,1197,49035103500
225202,1104,1195,49035103000
225206,1106,1197,49035103500
225320,1104,1195,49035103000
225409,1104,1195,49035103000
225410,1106,1197,49035103500
225485,1103,1194,49035103000
225526,1106,1197,49035103500
225529,1106,1197,49035103500
225629,1106,1197,49035103500
225632,1106,1197,49035103500
225847,1104,1195,49035103000
225849,1106,1197,49035103500
225962,1104,1195,49035103000
225965,1106,1197,49035103500
226058,1104,1195,49035103000
226065,1103,1194,49035103000
226156,1104,1195,49035103000
226238,1104,1195,49035103000
226239,1106,1197,49035103500
226317,1104,1195,49035103000
226399,1104,1195,49035103000
226402,1103,1194,49035103000
226427,1103,1194,49035103000
226428,1103,1194,49035103000
226468,1104,1195,49035103000
226470,1106,1197,49035103500
226474,1106,1197,49035103500
226522,1104,1195,49035103000
226523,1106,1197,49035103500
226524,1106,1197,49035103500
226770,1103,1194,49035103000
226771,1106,1197,49035103500
226773,1102,1193,49035102900
226869,1104,1195,49035103000
226870,1106,1197,49035103500
226873,1102,1193,49035102900
226964,1103,1194,49035103000
226970,1106,1197,49035103500
227077,1106,1197,49035103500
227295,1104,1195,49035103000
227296,1104,1195,49035103000
227299,1102,1193,49035102900
227300,1106,1197,49035103500
227411,1103,1194,49035103000
227413,1103,1194,49035103000
227458,1106,1197,49035103500
227461,1104,1195,49035103000
227462,1102,1193,49035102900
227464,1102,1193,49035102900
227695,1103,1194,49035103000
227809,1104,1195,49035103000
227924,1106,1197,49035103500
227926,1102,1193,49035102900
228041,1106,1197,49035103500
228044,1102,1193,49035102900
228154,1106,1197,49035103500
228155,1102,1193,49035102900
228254,1104,1195,49035103000
228255,1106,1197,49035103500
228352,1103,1194,49035103000
228353,1106,1197,49035103500
228446,1104,1195,49035103000
228452,1106,1197,49035103500
228503,1103,1194,49035103000
228555,1104,1195,49035103000
228559,1104,1195,49035103000
228562,1102,1193,49035102900
228566,1106,1197,49035103500
228742,1106,1197,49035103500
228745,1102,1193,49035102900
228831,1104,1195,49035103000
228832,1106,1197,49035103500
228835,1106,1197,49035103500
228839,1106,1197,49035103500
228956,1106,1197,49035103500
228958,1106,1197,49035103500
229055,1106,1197,49035103500
229056,1104,1195,49035103000
229058,1106,1197,49035103500
229060,1106,1197,49035103500
229165,1104,1195,49035103000
229166,1104,1195,49035103000
229167,1104,1195,49035103000
229270,1102,1193,49035102900
229271,1106,1197,49035103500
229385,1106,1197,49035103500
229387,1106,1197,49035103500
229518,1104,1195,49035103000
229519,1106,1197,49035103500
229520,1104,1195,49035103000
229606,1103,1194,49035103000
229649,1106,1197,49035103500
229650,1104,1195,49035103000
229653,1106,1197,49035103500
229761,1104,1195,49035103000
229763,1106,1197,49035103500
229873,1104,1195,49035103000
229874,1106,1197,49035103500
229875,1106,1197,49035103500
229876,1104,1195,49035103000
229881,1106,1197,49035103500
230080,1104,1195,49035103000
230082,1104,1195,49035103000
230083,1104,1195,49035103000
230199,1106,1197,49035103500
230201,1104,1195,49035103000
230303,1104,1195,49035103000
230304,1106,1197,49035103500
230308,1106,1197,49035103500
230311,1106,1197,49035103500
230405,1104,1195,49035103000
230492,1103,1194,49035103000
230493,1104,1195,49035103000
230498,1106,1197,49035103500
230581,1106,1197,49035103500
230583,1104,1195,49035103000
230627,1103,1194,49035103000
230628,1103,1194,49035103000
230630,1103,1194,49035103000
230689,1104,1195,49035103000
230690,1106,1197,49035103500
230692,1106,1197,49035103500
230744,1104,1195,49035103000
230745,1104,1195,49035103000
230748,1106,1197,49035103500
230826,1103,1194,49035103000
230827,1106,1197,49035103500
230830,1106,1197,49035103500
230942,1106,1197,49035103500
231203,1104,1195,49035103000
231204,1106,1197,49035103500
231209,1106,1197,49035103500
231338,1103,1194,49035103000
231339,1104,1195,49035103000
231341,1106,1197,49035103500
231458,1104,1195,49035103000
231577,1104,1195,49035103000
231579,1106,1197,49035103500
231812,1103,1194,49035103000
231813,1103,1194,49035103000
231814,1103,1194,49035103000
231818,1103,1194,49035103000
231856,1103,1194,49035103000
231956,1106,1197,49035103500
231957,1106,1197,49035103500
232064,1104,1195,49035103000
232065,1104,1195,49035103000
232066,1106,1197,49035103500
232071,1106,1197,49035103500
232168,1104,1195,49035103000
232169,1104,1195,49035103000
232171,1106,1197,49035103500
232274,1104,1195,49035103000
232275,1106,1197,49035103500
232375,1106,1197,49035103500
232486,1103,1194,49035103000
232487,1106,1197,49035103500
232590,1103,1194,49035103000
232591,1106,1197,49035103500
232592,1106,1197,49035103500
232850,1103,1194,49035103000
