trip_type,distance_miles_2mibin,income_detailed,trip_weight_sum
1,50,4,10.8674681054822
6,64,6,0.0
5,66,6,5.93582244081339
7,66,6,208.3936919162158
995,70,7,64.2760228337621
7,40,6,57.9201436903464
1,50,3,11.9886211423026
1,52,3,13.0348127703358
3,40,3,5.9943105711513
995,50,3,14.89360351511986
995,724,3,11.9886211423026
5,78,8,0.0
7,94,8,0.0
995,58,8,154.76433698300551
995,78,8,0.0
7,46,6,895.92222585272168
4,48,6,0.0
4,12,9,2093.4525523446082
4,10,9,2303.146261692717
995,2330,9,235.103592323798
7,2330,9,0.0
7,62,9,0.0
2,16,9,18.9990846169663
2,14,9,13.5090231056557
7,28,9,23.5977329069589
4,28,5,369.23601649406709
7,1482,999,54.979776332435
6,90,7,22.971013816305998
995,148,7,11.1111913348774
7,88,7,17.044039712935859
5,76,7,5.17884380530454
7,76,7,505.427818069498
7,42,7,470.05595683770514
3,34,6,52.451562553240805
2,48,5,29.8566349831491
5,80,2,14.7403536595507
995,86,2,0.0
5,78,2,0.0
3,26,8,380.32019255374422
5,12452,10,90.1837288957162
995,6226,10,177.48157846676941
6,6232,10,58.2135970021848
5,6226,10,90.1837288957162
5,6230,10,90.1837288957162
995,6224,10,58.2135970021848
1,6226,10,73.9957495589351
2,10,10,274.29549703244896
6,48,8,280.64801969920705
1,52,8,24.63330651457
995,248,10,38.2323243992335
3,26,10,866.44641244590844
3,28,10,274.39781087214914
1,46,5,181.58417025950561
6,50,5,1237.9223603564374
995,58,5,0.0
995,68,5,0.0
3,24,5,765.64340591132782
1,8,1,1116.9676358423426
3,80,2,0.0
3,84,2,0.0
3,78,2,5.96011607836765
7,76,2,5.96011607836765
4,84,2,5.96011607836765
6,18,4,2809.3820271184904
1,18,8,2915.2678613948156
4,16,2,35.389214139795079
3,16,2,25.112997527145648
1,56,2,0.0
4,18,2,180.38183338898281
6,102,4,0.0
6,104,4,0.0
3,82,7,35.5415955716572
995,22,9,2909.3898397145626
5,22,9,1650.9353279760971
7,34,1,28.33035989858606
7,32,1,370.53602466994982
995,62,1,207.299087601705
6,68,6,619.70067505763677
7,52,6,116.33071912329549
5,38,5,192.54998174573177
6,74,5,0.0
995,2062,7,0.0
995,2014,7,0.0
2,10,3,469.11387814307125
5,56,6,1288.6116035055561
995,16,3,2417.0083831867291
995,172,6,0.0
995,108,6,0.0
7,172,6,29.700413044472551
7,106,6,155.48944378731119
3,130,6,0.0
3,106,6,0.0
7,84,9,138.3841180893466
5,84,9,71.2727386347793
995,84,9,0.0
995,80,9,4.09562513579082
6,32,9,374.259686622643
6,30,9,444.82468768024415
7,44,9,210.754408901221
995,44,9,46.072071750330807
7,20,10,3462.520823640964
3,12,10,405.02113567407258
5,62,5,0.0
7,98,3,0.0
7,118,3,0.0
6,20,3,217.812813891074
6,22,3,200.2523044936766
1,34,6,1816.4713834718614
3,48,6,223.17947633865
5,84,4,702.217264968646
5,90,4,0.0
3,42,8,1204.3744735305945
5,90,6,0.0
995,46,4,111.7331407219381
995,40,4,321.24072428923245
5,34,4,985.55041311862874
995,36,4,380.2724729784282
995,30,4,215.81204809367142
2,14,4,0.0
7,34,4,360.83989510866974
5,60,8,214.89881887230769
4,32,8,0.0
5,58,8,35.6303208810109
7,60,8,493.14760819920684
995,82,4,24.0709717772693
5,82,4,2146.2576420021724
995,84,4,702.217264968646
5,72,4,702.217264968646
6,2328,7,20.7254976050362
7,60,9,235.103592323798
995,1930,9,235.103592323798
7,22,9,2606.6653040227643
7,28,999,295.28189702828354
1,50,8,172.999271433409
7,104,7,18.38235569052604
5,324,7,0.0
995,840,8,0.0
6,874,8,0.0
1,38,8,1030.4424535942023
7,50,8,8.88286535257085
2,26,8,27.8474575227332
1,22,1,180.4833020594541
1,58,7,524.96142495118625
6,64,7,1097.324901000668
4,70,6,49.4497059160219
7,112,6,3052.2894656788
7,64,6,400.82715994039097
5,68,6,1863.9308065949533
2,106,6,0.0
995,76,6,0.0
995,112,6,23.9772948862121
7,68,6,1063.0211333776267
5,142,7,12.689165828794
7,142,7,50.756663315176
7,66,7,207.38575895087195
7,114,7,880.38838824299467
5,146,7,25.378331657588
7,78,7,88.4363150705564
3,142,7,0.0
995,80,7,11.460459333802
4,22,5,263.93330631011975
7,684,10,0.0
995,656,10,0.0
6,674,10,0.0
3,16,10,0.0
4,32,9,505.228935189814
2,22,10,758.006427513193
5,52,3,37.4275644380716
5,54,3,0.0
5,28,3,31.106226526786219
5,28,9,23.6990880024121
3,28,7,296.80997089076095
6,62,7,1754.3890546702576
7,116,7,0.0
995,64,7,128.12248687702069
995,28,3,217.58770930940878
4,28,3,123.2667190852242
3,16,3,349.96925947515024
4,18,3,337.01052484319177
5,50,3,41.157171854880886
4,30,7,9.74752792548753
6,30,6,469.15773580778665
1,32,6,223.93254950328355
2,8,999,1607.0349334105304
995,32,1,220.16490547416333
7,844,1,0.0
995,762,1,0.0
7,674,1,0.0
7,28,1,175.74259810492342
7,26,1,41.597736251902646
7,22,1,7.81983120375903
7,848,1,0.0
995,676,1,0.0
7,136,1,0.0
995,674,1,0.0
7,676,1,0.0
7,134,1,0.0
6,24,3,195.11237517165159
4,26,3,0.0
6,36,3,671.42393062868837
995,312,999,6.34604415502051
7,134,999,0.0
7,128,999,36.864981353399315
1,28,4,242.5506620168172
1,26,4,688.9819131735685
2,32,4,36.1490311868656
5,20,1,111.41115094846415
5,24,1,49.655622074095845
995,20,1,134.62760895160332
6,28,10,34.090274727555666
6,26,10,165.170539638901
6,32,10,24.5978668624951
1,30,10,242.36309521426449
1,26,10,534.193544243583
1,28,10,0.0
995,168,10,0.0
5,182,5,15.38851321117281
7,140,5,5.12950440372427
7,70,5,29.52889002106545
3,96,5,0.0
6,90,5,0.0
1,68,5,6.08904968754884
1,74,5,5.12950440372427
6,82,5,36.833278232859172
7,98,6,55.984740897494738
7,142,6,68.1618626891222
3,100,6,0.0
995,470,6,44.4021589012986
2,490,6,44.4021589012986
995,490,6,44.4021589012986
995,50,4,144.1252157414564
995,44,4,155.49140492567733
2,50,4,39.1514469033188
2,44,4,60.5975132689753
2,46,4,59.6820836940836
6,54,5,27.128058456224331
6,58,5,2020.8605371146989
6,46,5,116.03534192747424
3,32,1,5.3369405298908
7,74,1,0.0
5,100,1,0.0
1,30,5,725.07328287546181
2,8,2,58.11787693379425
7,84,10,0.0
7,76,10,0.0
7,42,10,1534.5658766066276
7,58,10,0.0
7,114,10,0.0
7,82,10,0.0
5,82,10,0.0
7,72,10,0.0
7,46,10,50.2692139972917
7,48,10,165.170539638901
7,56,10,50.2692139972917
7,112,10,0.0
7,26,10,1029.8402773126659
5,80,10,0.0
5,38,10,757.744839410473
995,132,7,425.384848863532
6,96,7,449.03295376044451
6,68,7,425.384848863532
995,140,7,329.500270227368
5,54,6,0.0
3,52,6,0.0
2,8,1,12.8425396293158
5,128,7,0.0
3,48,7,371.92950763036561
4,10,4,1056.3349705188966
995,26,1,662.65704593694909
3,24,1,11.192873733996
3,22,1,11.192873733996
6,768,8,0.0
6,330,8,0.0
995,702,8,0.0
5,122,6,0.0
7,114,6,0.0
7,116,6,0.0
3,18,4,1010.784761265897
3,18,999,380.72412580825846
1,24,999,521.78065799676983
5,80,6,42.0781228600822
5,94,6,0.0
6,98,6,0.0
6,52,4,164.67340814729118
1,70,4,123.491147053398
995,42,4,142.08229740083178
4,24,999,15.2594685991894
995,64,5,26.3176450922852
3,32,4,156.4672450127151
7,38,3,163.91127061570731
995,358,8,19.5030907504544
995,304,8,19.5030907504544
3,14,4,290.2925363350202
3,8,1,1763.9606660113595
995,28,1,39.028407478961327
995,2078,7,0.0
1,30,9,1389.2118279236772
6,76,9,24.8244973756315
7,50,9,356.325285072339
7,1656,9,0.0
7,94,9,0.0
995,98,9,4.09562513579082
995,94,9,4.09562513579082
995,104,9,4.09562513579082
995,88,9,4.09562513579082
995,110,9,4.09562513579082
7,30,9,1076.5350522733909
3,30,9,84.5514478510674
2,288,2,2.43631530141735
5,284,2,2.43631530141735
7,284,2,114.64475088471235
5,58,5,98.4616169707476
3,22,5,1975.2731705672843
995,1890,9,0.0
6,774,9,0.0
6,1894,9,0.0
6,312,9,0.0
995,320,9,0.0
1,20,2,217.791374956566
3,12,2,215.26016425805338
4,20,6,2342.39979399025
3,24,6,492.00554566673787
5,90,3,6.65993762534371
1,90,3,3.76878287103292
6,46,3,14.428189850803621
4,30,6,272.61707402581783
3,38,6,10.467513246471491
3,54,999,994.360971711881
7,86,999,0.0
7,112,999,24.0709717772693
7,48,999,22.2243004710423
6,68,999,1143.9868173265179
6,90,999,1143.9868173265179
995,80,999,0.0
995,84,999,10.8215580741529
995,110,999,0.0
6,48,999,6.38781982675353
2,14,999,1172.7362830880927
5,52,999,11.863456585042661
7,84,999,9.22291547553567
995,700,6,0.0
995,108,3,79.7103722902402
5,110,3,32.2975576540682
5,108,3,80.7438941351705
995,86,3,21.1871978210687
4,34,6,536.53929925903458
4,32,6,88.682534917991219
4,36,6,64.08017118037894
4,22,6,1273.6221139274899
2,30,6,17.7998641594602
5,86,1,0.0
7,82,1,4.74020827401734
7,56,1,15.8808092022555
5,14,1,248.56148496495152
6,28,4,815.96615933008127
6,24,4,1826.85314331469
6,60,8,24.6454827720484
4,24,4,534.492097378513
995,670,8,0.0
995,390,8,0.0
995,588,8,0.0
7,670,8,0.0
995,536,8,0.0
995,392,8,0.0
7,390,8,0.0
7,588,8,0.0
4,30,5,655.46026087013627
995,84,5,0.0
6,40,999,1079.0764580127097
6,42,999,1222.2119996938172
7,46,8,498.88750696450654
7,58,8,33.424295023021934
2,24,8,1064.2938039244768
2,14,8,9.36287360316623
5,72,5,0.0
5,42,5,807.65137881417377
995,94,7,182.063495541986
1,1902,7,70.0642858822214
5,80,7,0.0
6,256,7,57.840001770255
7,150,7,58.7808538517231
3,76,7,89.6049601398218
995,550,8,912.915198366035
1,34,9,19.458705537960562
3,64,7,76.8247250894372
995,56,7,2113.5867984841825
995,174,8,23.9627471715572
7,178,8,23.9627471715572
4,10,3,961.50662318261448
5,76,3,1.45628158044129
1,22,9,1401.3934578826293
6,22,9,1743.7483604867568
4,50,9,606.93433807019
3,26,9,0.0
3,22,9,0.0
4,24,9,606.93433807019
3,20,9,606.93433807019
1,28,9,735.22566138051445
3,28,9,744.118350973447
2,38,9,606.93433807019
995,2992,7,0.0
995,2990,7,0.0
995,92,7,12.3013200977924
995,2986,7,0.0
6,76,6,249.929263238909
3,18,9,23.6633744615499
995,2268,9,15.2747082149305
1,52,9,1302.2859196196509
5,204,8,37.4117223008512
995,204,8,18.7058611504256
7,70,3,93.0881638794008
4,42,3,0.0
1,84,3,0.0
1,80,3,0.0
1,82,3,0.0
1,54,3,448.797456164672
7,106,3,250.229558110467
7,72,3,250.229558110467
7,78,3,0.0
7,80,3,320.363326397796
3,74,3,180.6675890435653
7,218,3,250.229558110467
7,220,3,250.229558110467
7,188,3,250.229558110467
7,48,1,433.934668820043
995,54,1,0.0
995,58,1,64.592110683267535
3,62,6,0.0
3,60,5,37.493103381523
5,112,5,0.0
5,88,5,5.98973556948379
995,1696,10,0.0
995,1498,10,0.0
7,126,10,2.7357968807298
7,136,10,0.0
3,134,10,0.0
4,10,10,1210.6146304970043
4,20,10,744.883230302221
995,42,10,188.30155454647507
7,106,10,0.0
7,54,10,0.0
995,126,10,988.343747023093
995,104,10,0.0
5,492,8,2097.3313580220442
6,298,8,902.551594402151
5,282,8,1398.22090534803
1,40,6,257.43239898738744
3,22,10,35.6263253239222
7,4852,999,7.4144173361416
4,16,999,856.88334159952137
1,44,999,27.2001805092104
7,56,4,45.348804626075605
995,540,8,0.0
995,542,8,0.0
995,494,8,0.0
995,496,8,0.0
995,610,8,0.0
7,110,6,217.75752931399
5,124,6,217.75752931399
995,534,6,108.878764656995
995,390,6,217.75752931399
995,1010,6,217.75752931399
995,862,6,217.75752931399
995,110,6,0.0
7,534,6,108.878764656995
3,26,6,587.05434717492767
2,18,7,494.62987411341038
4,30,1,2.44215637581619
7,282,2,0.0
995,18,2,372.85668731870942
1,54,2,1.88306086555687
1,52,2,28.021998280527072
2,52,2,0.0
1,42,2,0.0
7,246,6,223.17947633865
7,84,5,34.312503409989837
7,154,5,11.0822151879342
7,88,5,16.893620713314359
4,52,5,53.880671241804663
6,20,9,2699.5258665073325
7,296,6,107.716207824462
5,270,6,0.0
995,838,7,19.231380090727662
995,2680,7,0.0
995,686,7,0.0
995,688,7,0.0
7,2692,7,0.0
7,2694,7,0.0
2,32,7,387.94767678561459
5,838,7,0.0
2,2676,7,0.0
995,2676,7,9.61569004536383
4,22,4,74.9722781316605
3,2176,8,0.0
2,2176,8,11.2196411919453
995,734,7,10.8006851352953
5,48,999,10.3009624215068
3,56,999,0.0
995,78,999,49.0703679981175
5,78,999,74.8023902410328
6,20,4,2619.8810806491983
6,44,4,22.490839790628669
4,16,4,1472.8918731329186
6,818,999,246.207954586429
5,72,8,0.0
7,100,8,707.34741305593
7,246,8,0.0
995,100,8,0.0
7,254,4,0.0
995,154,4,0.0
7,112,4,0.0
7,154,4,0.0
7,96,4,0.0
4,48,7,26.6290842471061
4,38,7,43.296628878670788
995,1270,2,93.4230662472072
6,76,7,188.629446564072
5,78,7,0.0
7,216,1,0.0
7,218,1,0.0
5,220,1,0.0
3,10,1,765.14719886324053
5,18,1,24.2326980096526
6,16,1,254.15812379809461
3,26,4,110.893849868277
2,10,6,354.3994046357783
6,42,4,40.3186968099183
6,98,4,20.6756791360807
6,170,4,22.631170917289229
3,64,5,0.0
3,50,5,44.2463517843277
995,30,10,1042.010404016512
5,28,10,477.1087198709414
6,56,6,2.73967954972632
7,126,7,673.96226998128657
7,112,7,1100.1495787259059
7,2144,2,244.639473392046
7,2146,2,244.639473392046
3,38,7,52.687681175851594
995,706,6,0.0
1,54,6,6.98528210773798
3,14,9,156.48020176435
4,18,9,195.53271013634119
6,38,9,474.813082263454
995,62,8,230.844502627667
3,34,8,0.0
6,70,6,0.0
7,138,6,23.760330435578041
6,54,6,0.0
5,48,3,3.72960741680929
995,46,10,64.0275587172783
7,50,10,128.39156962174161
5,40,8,872.38930049082512
1,44,9,65.8398494184425
7,78,4,0.0
7,192,4,0.0
7,138,5,74.4107525882364
3,134,5,93.0134407352955
7,134,5,18.6026881470591
2,46,6,14.749334676836069
1,82,7,8.82837803851834
6,528,7,4.41418901925917
6,532,7,4.41418901925917
5,86,7,0.0
5,78,5,32.7848632974792
5,52,2,24.4967391043747
6,44,5,54.798726748580449
995,750,5,0.0
995,618,5,0.0
5,56,5,39.02071714109227
3,54,5,8.4927776571251
7,124,6,0.0
995,60,6,90.527637889184746
995,96,6,44.142884578811
995,124,6,0.0
2,18,6,517.20314222402646
3,36,1,0.0
3,322,999,0.0
3,324,999,0.0
7,160,999,0.0
1,38,4,86.0183815009272
5,126,4,0.0
3,22,4,119.53929494773813
5,56,4,268.04220677374559
4,78,4,0.0
3,126,4,0.0
4,20,4,75.39248151731266
4,30,4,0.0
3,128,4,0.0
3,72,5,0.0
5,76,6,0.0
995,222,3,0.0
995,208,3,0.0
995,266,3,0.0
995,114,3,0.0
1,40,3,0.0
1,38,3,82.4924907136661
6,38,3,0.0
3,66,3,0.0
1,46,4,262.4328496899231
3,36,999,17.033575371472
995,72,7,78.263086546169788
7,202,7,283.43682142581963
7,178,7,100.64752393881079
7,110,3,575.10143135837859
7,48,3,804.63792341129931
995,110,3,0.0
995,58,10,323.8133751686629
2,48,10,11.9314876045191
5,34,10,220.49471419719012
7,28,10,45.8778941419147
7,122,7,0.0
7,164,7,0.0
7,174,7,0.0
7,160,7,17.776491404014
3,130,7,0.0
7,64,5,58.597697513206896
995,102,5,0.0
7,68,5,67.773095702419724
7,124,5,403.37421634184085
5,114,5,11.430643812743
1,144,999,0.0
6,138,999,0.0
7,38,9,1223.6936925372718
995,136,3,0.0
995,180,3,0.0
995,106,3,0.0
995,92,3,0.0
995,132,3,0.0
6,1388,7,0.0
4,44,6,44.352404189463556
4,38,6,253.34483263085863
4,60,8,0.0
3,58,8,111.932362785365
6,76,8,111.932362785365
7,72,8,1014.6695261194469
6,30,8,1515.0113595184791
6,56,8,111.932362785365
1,56,8,149.71834193111039
995,2174,7,44.0905328046717
6,354,6,0.0
3,30,5,28.672424096747722
5,108,8,451.368581667041
5,42,8,1408.1840578821434
5,114,8,451.368581667041
4,40,5,118.0888896738534
6,48,10,16.0077971370154
2,14,10,50.6909592836125
7,66,999,1926.82341988814
2,52,999,0.0
5,66,999,100.912701691944
1,50,6,2279.9862403269694
2,36,6,42.0781228600822
5,32,1,6.22477534816528
5,40,1,126.6829781473332
7,1314,7,0.0
7,108,7,12.0376692939533
7,1272,7,0.0
995,1314,7,0.0
4,14,1,589.98745670107382
5,42,4,627.2733715724795
2,20,6,104.75880890372748
3,46,5,6.08904968754884
7,74,999,0.0
5,76,999,0.0
5,116,5,0.0
995,50,8,312.75471392227161
1,38,5,1521.9871908244552
3,40,5,74.8696858418866
6,66,5,22.326126021818339
1,42,8,110.27015308610154
6,676,8,0.0
6,82,8,5.48906166928208
995,680,8,0.0
2,22,5,29.3649966996023
2,20,5,74.8335039226501
995,26,2,2454.9625219607155
5,210,7,33.1589920074922
3,304,3,0.0
7,292,3,354.929681596498
7,92,3,0.0
7,60,3,0.0
7,100,3,59.9488675057369
5,100,3,354.929681596498
5,204,3,0.0
7,204,3,354.929681596498
7,112,3,0.0
7,114,3,160.181663198898
3,66,7,0.0
1,22,3,84.074210958001245
995,144,7,0.0
7,296,5,16.0345940404644
7,120,5,88.4773822623868
995,298,5,0.0
995,120,5,369.0268571300914
3,294,5,16.0345940404644
7,118,5,16.0345940404644
5,1766,9,35.5476527916599
5,284,8,0.0
7,328,8,0.0
5,286,8,0.0
7,288,8,0.0
7,284,8,0.0
7,92,6,0.0
5,108,6,0.0
2,108,6,0.0
3,44,6,234.68744490676
995,60,3,0.0
3,28,3,48.5076625610803
3,38,999,197.46507550601177
7,476,999,0.0
995,476,999,0.0
4,38,999,0.0
1,32,9,0.0
5,42,9,0.0
5,58,9,4128.504374553002
5,72,9,0.0
7,48,9,24.9267990174598
995,74,9,0.0
995,68,9,376.396685867665
7,66,9,10.7769935904371
5,68,9,752.79337173533
7,46,9,134.2227589091346
1,40,9,68.6294917633059
7,94,999,399.37991055916871
995,42,999,1037.9601583869965
7,520,7,0.0
7,550,7,0.0
995,550,7,0.0
6,1248,9,0.0
7,102,6,131.885514215403
7,188,6,17.8164940003011
5,102,6,17.8164940003011
7,120,6,106.8989640018066
995,120,6,0.0
995,68,6,30.112477082164059
4,28,10,0.0
4,30,10,0.0
3,30,10,0.0
7,34,999,5672.1104433586261
6,650,999,38.1390175613742
3,660,999,38.1390175613742
7,94,7,0.0
7,148,7,0.0
7,90,7,17.798545134175381
5,92,7,17.085589773965
6,410,7,0.0
6,242,7,0.0
6,240,7,94.0103516647856
6,186,7,0.0
6,218,7,82.1610966915834
6,54,7,274.010124642315
1,86,5,0.0
1,84,5,0.0
7,82,5,26.5396012917501
5,82,5,0.0
7,110,5,0.0
995,82,5,31.957216823710446
3,82,5,0.0
995,526,6,0.0
7,72,7,497.87768264870704
995,226,999,0.0
995,144,999,0.0
995,90,999,0.0
995,88,5,11.1154728458342
1,88,5,28.0646661762229
6,72,7,20.7316707976158
1,20,9,1655.8764367068156
6,48,5,495.54463498439975
3,22,8,0.0
995,70,8,32.346101040082466
4,28,8,0.0
7,258,7,0.0
995,212,7,46.7164659740042
995,108,7,12.0376692939533
7,212,7,0.0
7,74,7,6.34468639657274
7,100,7,35.552982808028
995,24,1,1271.0331697142199
5,54,1,14.252412051389431
5,28,1,16.10346427577942
995,1316,10,82.5469246373909
995,764,10,27.5686623750969
995,628,10,11.924161926945
2,4,10,1849.2319437140895
5,46,2,16.5501186951519
1,44,2,10.891827625709
995,544,7,7.06977439298888
1,130,7,14.139548785977761
4,42,7,63.227014114689
5,60,6,644.89965751786747
5,58,6,86.064016408744692
995,242,4,0.0
995,188,4,0.0
5,52,4,0.0
7,90,8,0.0
995,1310,8,0.0
995,814,5,6.38830666882697
4,46,6,8.88699821454614
6,58,6,33.306715254548074
7,60,999,103.3336291469324
7,110,999,42.3803625608208
995,94,3,42.464893832735
7,118,7,105.10745748672
7,106,7,346.10332501689834
995,352,999,73.4823986473374
6,34,2,57.944386085089
6,32,2,33.2872507346788
995,48,10,69.8832017851178
4,52,999,38.1970868195122
4,102,999,0.0
4,90,999,38.2697862070588
5,62,999,0.0
7,82,999,0.0
995,220,6,119.46857787536408
3,118,1,5.34235149730282
3,108,1,5.34235149730282
7,36,1,1767.5148164624409
3,30,1,0.0
3,18,1,0.0
3,48,1,0.0
5,36,1,23.4563946097127
7,52,1,9.10439589444535
5,52,7,40.379641875218539
3,70,1,0.0
7,24,1,126.57885233172684
995,68,999,25.1049797518306
7,100,999,25.1049797518306
4,68,999,38.2697862070588
2,26,7,208.142807887276
5,44,9,1762.3730927547381
5,66,5,12.174698307510731
995,66,5,167.71338915190239
6,90,9,0.0
1,90,9,0.0
1,104,9,0.0
6,104,9,0.0
1,42,9,0.0
1,64,9,0.0
1,66,9,0.0
6,72,9,0.0
5,48,9,0.0
5,24,9,775.58472479607
4,42,8,0.0
4,24,8,1239.7297111926496
4,26,8,0.0
1,12,1,3142.2664883539687
5,20,3,290.60067684505333
6,134,6,5.93794029999265
5,84,6,249.929263238909
2,64,6,5.93794029999265
2,12,999,1382.8080980244963
5,84,2,2.43481635832178
1,16,2,11.160269554300539
1,58,8,151.4321614433567
995,302,8,0.0
6,24,1,158.52678559308131
6,26,1,47.890437237636164
6,28,1,56.0390462994124
1,58,9,2015.2496964048589
6,750,9,0.0
995,742,9,348.468847018178
7,256,8,0.0
3,14,2,55.698519165540205
6,66,999,1075.92086292197
3,30,3,119.30027390430979
7,82,2,1.89691821088338
3,90,2,0.0
6,40,4,14.82193691608531
1,40,4,512.08007011913776
3,98,5,0.0
3,184,5,0.0
995,112,10,2.7357968807298
995,130,10,0.0
995,92,10,0.0
995,1234,10,0.0
995,1324,10,0.0
7,234,10,0.0
7,130,10,0.0
995,122,10,0.0
5,124,10,0.0
7,38,10,210.988372212755
4,26,10,2265.1972589658831
7,198,10,0.0
6,294,7,24.8325023276302
6,246,7,24.8325023276302
2,34,4,249.24213791535595
7,286,4,0.0
7,188,4,0.0
7,130,4,0.0
7,60,4,1.74525751596367
995,58,4,0.0
7,182,4,0.0
7,278,4,0.0
7,108,4,0.0
4,12,3,497.07977668231916
7,218,8,0.0
995,222,8,0.0
995,218,8,0.0
5,90,7,0.0
7,2176,7,0.0
7,3936,7,0.0
2,3936,7,0.0
7,74,2,21.009990860258831
7,102,2,9.57365948841773
7,48,2,52.80368882117704
3,134,2,14.593993122588
7,30,2,31.5765988806807
995,20,2,62.3004267094555
3,30,6,227.21526195280941
6,52,10,365.79943702667748
2,22,8,11.88188847898374
995,1248,7,19.6322666134671
4,118,5,32.6506004638272
3,118,5,32.6506004638272
3,98,999,0.0
2,40,999,8.51678768573601
2,44,6,5.95699568009887
5,36,4,108.835349598951
995,90,10,0.0
995,888,10,0.0
6,84,8,2.74453083464104
6,54,8,258.54074985524943
3,84,8,0.0
1,84,8,0.0
5,84,8,2.74453083464104
6,94,8,2.74453083464104
7,260,5,5.46771175594841
7,186,5,0.0
7,88,8,0.0
7,180,8,191.52532837436459
7,104,8,191.52532837436459
995,74,8,39.1824720492848
995,88,8,10.6189293732533
7,230,10,0.0
7,386,10,0.0
5,232,10,0.0
7,406,10,0.0
995,230,10,28.39406665944648
995,386,10,18.929377772964319
7,228,10,0.0
7,352,10,0.0
7,394,10,0.0
5,230,10,9.46468888648216
5,386,10,9.46468888648216
995,758,10,0.0
995,74,10,0.0
995,760,10,0.0
995,72,10,0.0
995,582,10,0.0
7,74,10,0.0
2,40,7,43.955616463792246
5,72,3,0.0
7,68,3,160.181663198898
6,100,3,0.0
7,144,5,240.058550953951
7,94,5,226.03514952438354
7,148,5,0.0
5,40,3,95.7632565536525
5,82,6,0.0
995,262,1,27.6821657873221
6,262,1,27.6821657873221
7,152,1,27.6821657873221
7,254,1,27.6821657873221
4,32,4,0.0
7,114,2,0.0
7,174,2,0.0
7,72,2,0.0
7,52,2,2.16550015356307
7,126,2,4.33100030712614
6,88,7,325.00897523948476
3,42,7,493.670470709391
5,44,1,301.51612237689631
995,44,1,32.2842745403559
5,226,5,8.03418168091683
995,184,5,16.068363361833661
6,72,5,0.0
1,184,5,0.0
3,70,5,0.0
7,256,5,48.289742272323
7,248,5,13.59361816324512
995,56,5,260.922120311411
7,184,5,0.0
7,252,5,0.0
5,80,5,0.0
3,100,5,0.0
1,48,8,63.073233145147896
7,62,2,0.0
7,64,2,0.0
7,182,2,336.625306749885
3,88,2,0.0
5,30,2,31.350270055748602
7,86,2,0.0
995,322,2,22.6389908889522
5,336,2,0.0
995,30,2,20.9968305790474
995,32,2,10.1631238585042
5,50,7,114.01190474859152
995,56,4,114.32304073438191
5,50,4,150.25289545880221
1,96,6,0.0
7,146,6,0.0
4,30,8,313.30819962915587
1,48,5,369.71535420015937
6,572,10,24.7300228453572
1,328,10,31.434521680272
5,108,4,12.65883530354578
5,84,7,245.163773613958
5,64,7,0.0
6,2088,7,0.0
6,2092,7,0.0
6,4982,7,0.0
5,238,5,0.0
7,92,5,0.0
6,214,5,0.0
6,70,5,21.0502161865457
3,18,2,55.85625134553608
995,74,6,535.8478042814429
6,100,6,24.7540870586458
7,62,999,446.14726345356326
3,120,6,0.0
5,326,2,34.5106568429149
995,40,3,0.0
995,92,1,23.3426439912044
5,280,6,0.0
7,158,6,394.407849887366
7,98,8,0.0
7,192,8,0.0
7,144,8,0.0
7,84,8,0.0
995,108,8,0.0
3,38,10,17.9038718333644
2,28,999,31.6857953620285
995,66,3,0.0
995,64,3,0.0
7,86,6,0.0
7,186,6,0.0
6,764,10,25.3515980742101
5,42,10,230.06749089665419
1,44,10,672.984649967127
2,42,10,84.5771515682781
4,98,7,5.93284837805846
7,110,2,0.0
6,110,2,0.0
5,96,8,0.0
7,86,8,0.0
7,138,8,0.0
2,20,1,33.44770592148366
2,10,1,70.8211638018183
995,40,9,348.66588083878565
2,22,9,350.85212927063128
995,52,2,0.0
995,46,2,56.420184535152444
995,44,2,21.6093195958236
6,76,5,9.05422141126591
6,58,999,24.6449418358611
6,50,999,44.354219026886845
7,50,999,154.8859656960864
995,44,999,681.0650912058469
2,20,999,614.27010965215629
2,28,9,1229.37315743105
3,42,5,52.5121053222861
995,646,8,0.0
3,164,999,13.1303944566605
3,32,3,71.3131881799949
6,34,1,163.309107701127
3,34,1,163.309107701127
1,36,1,18.7328407261502
6,52,1,0.0
1,32,1,0.0
7,140,7,0.0
995,138,7,0.0
2,32,999,39.9469804670179
7,1634,7,30.1782309175703
7,1632,7,30.1782309175703
995,2326,7,37.9314815501076
6,160,7,17.776491404014
6,102,7,41.851829991920596
7,158,7,17.776491404014
4,122,7,105.10745748672
5,122,7,0.0
3,186,7,0.0
3,296,7,29.242583776462588
7,274,7,0.0
995,186,7,0.0
5,186,7,0.0
7,282,7,19.49505585097506
7,186,7,0.0
995,96,7,0.0
7,1526,10,15.5404324026139
7,76,3,160.181663198898
995,4644,7,23.0408936299953
5,104,6,0.0
5,138,6,38.2690951463202
4,104,6,38.2690951463202
995,100,6,1405.66624024897
995,106,6,0.0
7,100,6,44.7245674735819
2,150,6,124.4600492468326
5,100,6,38.2690951463202
2,98,6,38.2690951463202
7,72,4,0.0
995,142,5,15.9006672658578
995,138,5,0.0
995,218,5,0.0
995,216,5,0.0
995,78,5,0.0
995,86,5,0.0
6,46,2,0.0
5,386,8,0.0
7,282,8,0.0
7,132,8,5.925773987382
7,154,8,5.925773987382
