,parcel_id_REMM,TOTAL_MKT_VALUE,land_value,residential_units,building_sqft,FLOORS_CNT,year_built,building_type_id,parcel_acres,building_type,CO_NAME,max_dua,max_far,type1,type2,type3,type4,type5,type6,type7,type8,NoBuild,TAZID_832,TAZID_900,Tract_GEOID
1059,236814,386300.0,139900.0,1.0,1908,,1912.0,1.0,0.10736096650362015,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1106,1197,49035103500
1060,236899,281600.0,94100.0,1.0,850,,1912.0,1.0,0.09008236974477768,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1106,1197,49035103500
1061,236900,333400.0,119700.0,1.0,1077,,1919.0,1.0,0.07903637737035751,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1106,1197,49035103500
1062,236972,379900.0,157600.0,1.0,2599,,1917.0,1.0,0.1453246772289276,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1106,1197,49035103500
1063,237088,265500.0,78700.0,1.0,1140,,1921.0,1.0,0.06989669799804688,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1064,237089,300500.0,78700.0,1.0,1423,,1922.0,1.0,0.0696500837802887,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1065,237090,238500.0,101400.0,1.0,964,,1925.0,1.0,0.10588876157999039,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1066,237093,231600.0,78700.0,1.0,1200,,1926.0,1.0,0.06967392563819885,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1067,237145,421000.0,132500.0,1.0,1570,,1903.0,1.0,0.14341025054454803,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1104,1195,49035103000
1068,237219,353600.0,118200.0,1.0,1649,,1919.0,1.0,0.15756651759147644,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1106,1197,49035103500
1069,237306,397800.0,128500.0,1.0,1644,,1947.0,1.0,0.12949635088443756,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1106,1197,49035103500
1070,237581,402000.0,100700.0,1.0,1913,,1907.0,1.0,0.09175972640514374,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1104,1195,49035103000
1071,237660,294800.0,109500.0,1.0,1711,,1897.0,1.0,0.14892542362213135,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1104,1195,49035103000
1072,237937,287500.0,81300.0,1.0,1558,,1916.0,1.0,0.08106933534145355,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1104,1195,49035103000
1073,238008,295600.0,101400.0,1.0,1864,,1920.0,1.0,0.1076463982462883,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1074,238010,358600.0,101400.0,1.0,1920,,1921.0,1.0,0.10749752819538116,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1075,238789,258300.0,106900.0,1.0,1764,,1919.0,1.0,0.11730150878429413,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1076,238791,315900.0,101400.0,1.0,1946,,1921.0,1.0,0.1079421266913414,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1077,239503,233400.0,78700.0,1.0,1433,,1921.0,1.0,0.06974124908447266,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1078,239504,220600.0,78700.0,1.0,1518,,1922.0,1.0,0.06967451423406601,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1079,240181,303000.0,77300.0,1.0,1896,,1886.0,1.0,0.14193502068519592,Single Family Res,Salt Lake,50.0,0.5,f,t,f,f,f,f,t,f,,1023,1140,49035102300
1080,240187,308300.0,78700.0,1.0,2063,,1921.0,1.0,0.06991951912641525,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1081,240188,285400.0,78700.0,1.0,1316,,1922.0,1.0,0.06964951008558273,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1082,240192,339500.0,78700.0,1.0,1454,,1925.0,1.0,0.06967391818761826,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1083,240897,209400.0,101400.0,1.0,918,,1923.0,1.0,0.10552496463060379,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1084,240903,248500.0,101400.0,1.0,1365,,1925.0,1.0,0.1049710288643837,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1085,240904,165300.0,78700.0,1.0,877,,1922.0,1.0,0.06917469948530197,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1086,241514,259600.0,101400.0,1.0,1585,,1925.0,1.0,0.10592550784349442,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1087,241618,307800.0,78700.0,1.0,2295,,1924.0,1.0,0.15554802119731903,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1088,241682,278700.0,65100.0,1.0,1914,,1951.0,1.0,0.11033745110034943,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1089,241978,340500.0,59500.0,1.0,1300,,1922.0,1.0,0.06883378326892853,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1090,241980,258100.0,76600.0,1.0,1704,,1950.0,1.0,0.11033766716718674,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1091,242172,288000.0,101400.0,1.0,1624,,1919.0,1.0,0.10762792825698853,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1092,242175,211800.0,78700.0,1.0,877,,1922.0,1.0,0.06967350095510483,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1093,242176,290200.0,101400.0,1.0,1570,,1921.0,1.0,0.10747035592794418,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1094,242179,232200.0,78700.0,1.0,702,,1925.0,1.0,0.0691373348236084,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1095,242334,237400.0,96800.0,1.0,1547,,1919.0,1.0,0.1853390783071518,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1096,242402,256600.0,76600.0,1.0,1450,,1950.0,1.0,0.11033730953931808,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1097,242473,239300.0,103100.0,1.0,720,,1951.0,1.0,0.14340384304523468,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1098,242475,305000.0,115500.0,1.0,2144,,1950.0,1.0,0.13566634058952332,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1099,242477,325400.0,96800.0,1.0,1710,,1924.0,1.0,0.185316264629364,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1100,242554,266400.0,95000.0,1.0,956,,1924.0,1.0,0.11470254510641098,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1101,242555,210500.0,94900.0,1.0,1418,,1941.0,1.0,0.17094683647155762,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1102,242631,258400.0,84200.0,1.0,1097,,1922.0,1.0,0.12820203602313995,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1103,242770,328900.0,84200.0,1.0,1565,,1924.0,1.0,0.1282002329826355,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1104,242771,364100.0,96800.0,1.0,2132,,1936.0,1.0,0.18533749878406525,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1105,242772,272800.0,85400.0,1.0,1504,,1909.0,1.0,0.10038266330957413,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1106,242773,292400.0,140700.0,1.0,1510,,1940.0,1.0,0.1313912570476532,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1107,242775,308200.0,94900.0,1.0,2465,,1931.0,1.0,0.17298950254917145,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1108,242836,308400.0,87600.0,1.0,1750,,1909.0,1.0,0.1389378160238266,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1109,242837,311400.0,85500.0,1.0,1846,,1922.0,1.0,0.12045078724622726,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1110,242841,221800.0,90100.0,1.0,1100,,1921.0,1.0,0.14744023978710175,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1111,242844,276300.0,140700.0,1.0,1680,,1931.0,1.0,0.13139081001281738,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1112,242894,230100.0,78700.0,1.0,855,,1922.0,1.0,0.06964922696352005,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1113,242895,349800.0,101400.0,1.0,2208,,1921.0,1.0,0.1079573705792427,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1114,242944,282900.0,96800.0,1.0,2236,,1928.0,1.0,0.1853361427783966,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1115,242945,283700.0,90100.0,1.0,1554,,1920.0,1.0,0.11472292244434357,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1116,242952,270800.0,95900.0,1.0,2052,,1931.0,1.0,0.1760164201259613,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1117,243027,405300.0,90100.0,1.0,2075,,1912.0,1.0,0.1441628634929657,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1118,243028,290300.0,76500.0,1.0,1425,,1927.0,1.0,0.08981072157621384,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1119,243029,244500.0,94900.0,1.0,2032,,1925.0,1.0,0.17094667255878448,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1120,243115,290600.0,84200.0,1.0,1520,,1923.0,1.0,0.12819892168045044,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1121,243212,251500.0,93600.0,1.0,672,,1916.0,1.0,0.06613525748252869,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1122,243215,280400.0,84200.0,1.0,1166,,1922.0,1.0,0.1279766708612442,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1123,243405,266600.0,85400.0,1.0,1503,,1927.0,1.0,0.09734764695167542,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1124,243409,373400.0,140700.0,1.0,2468,,1938.0,1.0,0.13167749345302582,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1125,243512,263800.0,84200.0,1.0,1484,,1908.0,1.0,0.12819688022136688,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1126,243612,221600.0,94900.0,1.0,1069,,1941.0,1.0,0.17094676196575165,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1127,243616,294000.0,84200.0,1.0,1664,,1929.0,1.0,0.12585172057151794,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1128,243702,303200.0,94100.0,1.0,2449,,1914.0,1.0,0.1268799751996994,Single Family Res,Salt Lake,0.0,0.5,f,f,f,t,f,f,f,f,,1127,1232,49035103100
1129,243869,230200.0,78700.0,1.0,1167,,1921.0,1.0,0.06974140554666519,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1130,243870,235000.0,101400.0,1.0,1208,,1923.0,1.0,0.10552527010440826,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1131,243873,264500.0,101400.0,1.0,884,,1925.0,1.0,0.10491722822189331,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1132,243918,308900.0,108100.0,1.0,2978,,1912.0,1.0,0.2638232111930847,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1133,243919,384800.0,140700.0,1.0,1690,,1930.0,1.0,0.13167783617973328,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1134,244002,383700.0,131000.0,1.0,1756,,1941.0,1.0,0.13171227276325226,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1135,244004,310700.0,96800.0,1.0,2280,,1918.0,1.0,0.1711849868297577,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1136,244006,312200.0,140700.0,1.0,2080,,1949.0,1.0,0.13167764246463776,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1137,244079,254000.0,84200.0,1.0,1306,,1941.0,1.0,0.12819379568099976,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1138,244184,297800.0,87600.0,1.0,1560,,1916.0,1.0,0.13524097204208374,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1139,244186,247700.0,94900.0,1.0,1439,,1941.0,1.0,0.1709458827972412,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1140,244291,391300.0,96800.0,1.0,1872,,1950.0,1.0,0.17124001681804657,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1141,244480,200100.0,84200.0,1.0,1092,,1908.0,1.0,0.12819340825080872,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1142,244570,229300.0,80800.0,1.0,850,,1916.0,1.0,0.12016070634126663,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1143,244571,315900.0,131000.0,1.0,1940,,1940.0,1.0,0.1322517842054367,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1144,244574,275200.0,131000.0,1.0,850,,1915.0,1.0,0.13171209394931793,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1145,244576,282300.0,140700.0,1.0,1504,,1942.0,1.0,0.1316780149936676,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1146,244628,386300.0,140700.0,1.0,1933,,1913.0,1.0,0.1316770613193512,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1147,244687,432000.0,111600.0,1.0,2904,,1882.0,1.0,0.16644439101219177,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1148,244688,406000.0,95000.0,1.0,2066,,1940.0,1.0,0.11564865708351135,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1149,244691,253300.0,76600.0,1.0,1439,,1941.0,1.0,0.1078248992562294,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1150,244693,253600.0,95900.0,1.0,1936,,1939.0,1.0,0.1801975667476654,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1151,244727,308200.0,78700.0,1.0,1635,,1921.0,1.0,0.0699421688914299,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1152,244728,250000.0,101400.0,1.0,1170,,1925.0,1.0,0.1059633120894432,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1153,244735,239700.0,78700.0,1.0,900,,1925.0,1.0,0.06967451423406601,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1154,244783,415000.0,95900.0,1.0,3564,,1937.0,1.0,0.1801944375038147,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1155,244784,252200.0,109000.0,1.0,2280,,1892.0,1.0,0.16133752465248108,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1156,244785,335400.0,110000.0,1.0,1620,,1909.0,1.0,0.2043514996767044,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1157,244787,291800.0,95900.0,1.0,1971,,1926.0,1.0,0.18020185828208923,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1158,244850,322600.0,142100.0,1.0,1836,,1921.0,1.0,0.1873413622379303,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1159,244916,298400.0,110400.0,1.0,1679,,1923.0,1.0,0.10185439139604568,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1160,244969,295200.0,80800.0,1.0,2161,,1911.0,1.0,0.12012374401092529,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1161,244970,297800.0,108700.0,1.0,1222,,1908.0,1.0,0.08816375583410263,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1162,244973,291300.0,108700.0,1.0,1492,,1915.0,1.0,0.08780379593372345,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1163,244975,288500.0,140700.0,1.0,1564,,1948.0,1.0,0.13167712092399597,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1164,245064,458300.0,140700.0,1.0,2998,,2002.0,1.0,0.1316772997379303,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1165,245065,273500.0,150400.0,1.0,996,,1937.0,1.0,0.18730783462524414,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1166,245066,276900.0,87600.0,1.0,1296,,1930.0,1.0,0.14415863156318665,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1167,245139,245000.0,80800.0,1.0,1705,,1924.0,1.0,0.12012238055467606,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1168,245140,303700.0,106000.0,1.0,1852,,1937.0,1.0,0.14337773621082306,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1169,245143,292000.0,76600.0,1.0,1500,,1941.0,1.0,0.10782311856746674,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1170,245146,334800.0,145200.0,1.0,2920,,1907.0,1.0,0.15544359385967255,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1171,245147,301300.0,95900.0,1.0,1845,,1913.0,1.0,0.18019819259643555,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1172,245221,353700.0,90100.0,1.0,1891,,1897.0,1.0,0.10756263881921768,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1173,245222,441500.0,125900.0,1.0,1976,,1922.0,1.0,0.11561745405197144,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1174,245226,249800.0,87600.0,1.0,1046,,1924.0,1.0,0.14415888488292694,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1175,245313,268100.0,80800.0,1.0,1296,,1934.0,1.0,0.12012051790952682,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1176,245314,273700.0,108700.0,1.0,1143,,1908.0,1.0,0.08816034346818924,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1177,245321,305300.0,108700.0,1.0,1436,,1915.0,1.0,0.08779978007078171,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1178,245323,314100.0,150400.0,1.0,1551,,1907.0,1.0,0.18078459799289703,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1179,245395,263500.0,84200.0,1.0,1709,,1911.0,1.0,0.12818770110607147,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1180,245396,298200.0,95900.0,1.0,1976,,1926.0,1.0,0.18011972308158875,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1181,245397,277000.0,100000.0,1.0,922,,1912.0,1.0,0.07744774967432022,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1129,1234,49035103400
1182,245480,278300.0,142100.0,1.0,1724,,1936.0,1.0,0.18013909459114075,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1183,245482,226400.0,94900.0,1.0,1468,,1941.0,1.0,0.1682111769914627,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1184,245483,305700.0,140700.0,1.0,1460,,1938.0,1.0,0.1318627893924713,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1185,245538,329300.0,101400.0,1.0,1892,,1921.0,1.0,0.10761278122663498,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1186,245539,263200.0,101400.0,1.0,1260,,1921.0,1.0,0.1074468269944191,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1187,245542,244800.0,78700.0,1.0,1026,,1925.0,1.0,0.0691002681851387,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1103,1194,49035103000
1188,245584,383200.0,95900.0,1.0,2372,,1915.0,1.0,0.18004898726940155,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1189,245585,359800.0,100700.0,1.0,1760,,1921.0,1.0,0.1559942662715912,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1190,245590,562400.0,140700.0,1.0,3772,,1912.0,1.0,0.1318630576133728,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1191,245669,235800.0,80800.0,1.0,1296,,1927.0,1.0,0.12033163756132126,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1192,245670,271800.0,106000.0,1.0,1014,,1936.0,1.0,0.14429162442684174,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1193,245671,267500.0,108700.0,1.0,1125,,1908.0,1.0,0.08841242641210556,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1194,245672,260700.0,72200.0,1.0,1028,,1907.0,1.0,0.0482175312936306,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1129,1234,49035103400
1195,245678,384900.0,114400.0,1.0,3062,,1915.0,1.0,0.09332649409770966,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1196,245680,247000.0,95900.0,1.0,1700,,1923.0,1.0,0.1801978200674057,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1197,245761,450800.0,99000.0,1.0,2118,,1897.0,1.0,0.12859369814395905,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1198,245762,419100.0,127400.0,1.0,1340,,1900.0,1.0,0.1376856118440628,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1129,1234,49035103400
1199,245927,302800.0,100700.0,1.0,2214,,1925.0,1.0,0.1438046246767044,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1200,245928,461200.0,103800.0,1.0,2214,,1959.0,1.0,0.13314051926136017,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1201,245931,346200.0,149600.0,1.0,2037,,1940.0,1.0,0.18022754788398743,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1202,245932,290200.0,87600.0,1.0,2204,,1932.0,1.0,0.14231835305690765,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1203,246011,236400.0,80800.0,1.0,1480,,1933.0,1.0,0.12036112695932388,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1204,246012,254000.0,106000.0,1.0,828,,1938.0,1.0,0.14337603747844696,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1127,1232,49035103100
1205,246013,379100.0,142100.0,1.0,2498,,1928.0,1.0,0.18151569366455078,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1206,246016,240400.0,87600.0,1.0,1530,,1940.0,1.0,0.1424666941165924,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
1207,246018,310300.0,136200.0,1.0,1928,,1957.0,1.0,0.13506144285202026,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1128,1233,49035103100
1208,246094,236800.0,94900.0,1.0,1709,,1942.0,1.0,0.17090967297554016,Single Family Res,Salt Lake,8.712,0.5,t,f,f,f,f,f,f,f,,1126,1231,49035103100
