,parcel_id_REMM,TOTAL_MKT_VALUE,land_value,residential_units,building_sqft,FLOORS_CNT,year_built,building_type_id,parcel_acres,building_type,CO_NAME,max_dua,max_far,type1,type2,type3,type4,type5,type6,type7,type8,NoBuild,TAZID_832,TAZID_900,Tract_GEOID
86,32024,6700.0,6700.0,0.0,0,0.0,0.0,6.0,0.009298381395637989,Governmental,Salt Lake,0.0,0.5,f,t,f,t,f,f,f,f,0.0,1083,1152,49035102000
87,32026,9002000.0,3036700.0,0.0,51564,3.0,1996.0,6.0,2.4993019104003906,Governmental,Salt Lake,30.0,0.5,t,t,f,f,f,f,f,f,0.0,1087,1159,49035101800
88,32058,1195600.0,1112800.0,0.0,480,0.0,0.0,6.0,9.677106857299805,Governmental,Salt Lake,0.0,0.5,t,t,f,f,f,f,f,f,1.0,1129,1234,49035103400
89,32083,8988600.0,2146600.0,0.0,66000,2.0,1992.0,6.0,3.119852304458618,Governmental,Salt Lake,0.0,1.5,t,f,f,t,f,f,f,f,0.0,1126,1231,49035103100
90,32085,170600.0,169400.0,0.0,0,0.0,0.0,6.0,0.3909233510494232,Governmental,Salt Lake,0.0,1.5,f,f,f,t,f,f,f,f,0.0,1126,1231,49035103100
91,33125,369000.0,358900.0,0.0,6879,1.0,1963.0,6.0,0.32930612564086914,Governmental,Salt Lake,0.0,0.5,f,f,f,t,f,f,f,f,0.0,1087,1159,49035101800
92,33196,36600.0,36600.0,0.0,0,0.0,0.0,6.0,0.043379511684179306,Governmental,Salt Lake,43.0,0.5,f,t,f,f,f,f,f,f,0.0,1024,1144,49035102300
93,33199,452800.0,452800.0,0.0,0,0.0,0.0,6.0,0.18550072610378265,Governmental,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
94,33409,25200.0,25200.0,0.0,0,0.0,0.0,6.0,0.013629990629851818,Governmental,Salt Lake,43.0,0.5,t,t,f,f,f,f,f,f,0.0,1024,1144,49035102300
95,33410,292900.0,292900.0,0.0,0,0.0,0.0,6.0,0.18739919364452362,Governmental,Salt Lake,43.0,0.5,t,t,f,f,f,f,f,f,0.0,1024,1144,49035102300
96,33411,127800.0,127800.0,0.0,0,0.0,0.0,6.0,0.06133614480495453,Governmental,Salt Lake,43.0,0.5,t,t,f,f,f,f,f,f,0.0,1024,1144,49035102300
97,33551,219300.0,202300.0,0.0,480,1.0,0.0,6.0,0.11359763890504837,Governmental,Salt Lake,43.0,0.5,t,t,f,f,f,f,f,f,0.0,1024,1144,49035102300
98,33959,623300.0,500000.0,0.0,4000,1.0,1957.0,6.0,0.38615456223487854,Governmental,Salt Lake,125.0,0.5,f,t,f,f,f,f,t,f,0.0,1021,1145,49035102300
99,34921,2050200.0,1650200.0,0.0,0,0.0,0.0,6.0,1.4003846645355225,Governmental,Salt Lake,85.0,0.5,f,t,f,f,t,f,t,f,0.0,1021,1145,49035102300
100,34976,4196800.0,4196800.0,0.0,0,0.0,0.0,6.0,2.0659849643707275,Governmental,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
101,34977,25200.0,21800.0,0.0,38344,2.0,1982.0,6.0,0.08753763139247894,Governmental,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
102,36416,601900.0,529800.0,0.0,12360,1.0,1939.0,4.0,0.26899445056915283,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1008,1137,49035114000
103,36417,1351100.0,667800.0,0.0,10690,1.0,1920.0,4.0,0.2623123228549957,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
104,36418,1051000.0,603100.0,0.0,20456,2.0,1909.0,4.0,0.3123360574245453,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
105,36419,607200.0,404300.0,0.0,7740,2.0,1910.0,4.0,0.18739093840122223,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
106,36420,839200.0,676500.0,0.0,5004,1.0,1925.0,4.0,0.31244945526123047,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
107,36421,45700.0,45700.0,0.0,0,0.0,0.0,4.0,0.031046945601701736,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
108,36455,583600.0,304800.0,0.0,4800,1.0,1929.0,4.0,0.11672401428222656,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1008,1137,49035114000
109,36456,305300.0,305300.0,0.0,0,0.0,0.0,4.0,0.14007066190242767,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1008,1137,49035114000
110,36457,371300.0,371300.0,0.0,2925,0.0,0.0,4.0,0.17224809527397156,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1008,1137,49035114000
111,36458,599900.0,439700.0,0.0,6830,1.0,1926.0,4.0,0.20077838003635406,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1008,1137,49035114000
112,36459,360600.0,281800.0,0.0,2400,1.0,1948.0,4.0,0.12490963935852051,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1008,1137,49035114000
113,36460,433100.0,219100.0,0.0,5882,2.0,1926.0,4.0,0.09242081642150879,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1008,1137,49035114000
114,36461,540300.0,218800.0,0.0,4998,1.0,1926.0,4.0,0.09233977645635605,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1008,1137,49035114000
115,36462,873000.0,696500.0,0.0,5750,1.0,1926.0,4.0,0.2591070234775543,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1008,1137,49035114000
116,36463,371300.0,371300.0,0.0,0,0.0,0.0,4.0,0.17140136659145355,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
117,36464,466700.0,465700.0,0.0,8320,1.0,1929.0,4.0,0.1916380673646927,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
118,36465,656300.0,607800.0,0.0,11065,2.0,1923.0,4.0,0.22301986813545227,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1020,1141,49035102300
119,36466,1059700.0,1059700.0,0.0,0,0.0,0.0,4.0,0.6570019125938416,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
120,36467,381500.0,381500.0,0.0,0,0.0,0.0,4.0,0.23662373423576355,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
121,36468,193800.0,90900.0,0.0,2456,1.0,1950.0,4.0,0.050340939313173294,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
122,36469,96500.0,96500.0,0.0,0,0.0,0.0,4.0,0.09936193376779556,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
123,36470,241600.0,241600.0,0.0,0,0.0,0.0,4.0,0.2495654821395874,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
124,36471,92000.0,92000.0,0.0,0,0.0,0.0,4.0,0.09625405818223953,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
125,36472,99200.0,99200.0,0.0,0,0.0,0.0,4.0,0.10327451676130295,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
126,36473,297900.0,118100.0,0.0,1771,1.0,1952.0,4.0,0.06661946326494217,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
127,36474,886400.0,886400.0,0.0,0,0.0,0.0,4.0,0.5535188913345337,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
128,36475,2388300.0,1962200.0,0.0,7890,1.0,1975.0,4.0,0.9996203780174255,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1023,1140,49035102300
129,36476,7144400.0,2965600.0,0.0,26027,3.0,2007.0,4.0,1.83458411693573,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1023,1140,49035102300
130,36477,600200.0,341900.0,0.0,6600,1.0,1972.0,4.0,0.2123807817697525,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1023,1140,49035102300
131,36478,146500.0,146500.0,0.0,0,0.0,0.0,4.0,0.09084007889032364,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1023,1140,49035102300
132,36479,1859000.0,1494500.0,0.0,16636,2.0,1920.0,4.0,0.9932587742805481,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1023,1140,49035102300
133,36480,998700.0,824900.0,0.0,16894,1.0,1925.0,4.0,0.42158952355384827,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1023,1140,49035102300
134,36481,380500.0,239300.0,0.0,2560,1.0,1951.0,4.0,0.21866720914840698,Retail,Salt Lake,0.0,9.0,f,t,f,t,f,f,f,f,0.0,1023,1140,49035102300
135,36482,145000.0,145000.0,0.0,0,0.0,0.0,4.0,0.09368505328893661,Retail,Salt Lake,0.0,9.0,f,f,f,t,f,f,f,f,0.0,1023,1140,49035102300
136,36483,145000.0,145000.0,0.0,0,0.0,0.0,4.0,0.09368377923965454,Retail,Salt Lake,0.0,9.0,f,f,f,t,f,f,f,f,0.0,1023,1140,49035102300
137,36484,608600.0,419100.0,0.0,2560,1.0,1987.0,4.0,0.25664636492729187,Retail,Salt Lake,0.0,9.0,f,t,f,t,f,f,f,f,0.0,1023,1140,49035102300
138,36485,145000.0,145000.0,0.0,0,0.0,0.0,4.0,0.08706057816743851,Retail,Salt Lake,0.0,9.0,f,f,f,t,f,f,f,f,0.0,1023,1140,49035102300
139,36486,202300.0,178800.0,0.0,1242,1.0,1900.0,4.0,0.12491185963153839,Retail,Salt Lake,0.0,0.5,f,f,f,t,t,f,t,f,0.0,1024,1144,49035102300
140,36487,167200.0,120100.0,0.0,1142,1.0,1907.0,4.0,0.06269176304340363,Retail,Salt Lake,0.0,0.5,f,f,f,t,t,f,t,f,0.0,1024,1144,49035102300
141,36488,504100.0,497000.0,0.0,3467,1.0,1910.0,4.0,0.23420599102973938,Retail,Salt Lake,30.0,0.5,t,t,f,f,f,f,f,f,0.0,1024,1144,49035102300
142,36489,1725600.0,1275400.0,0.0,24399,2.0,1929.0,4.0,0.6188713312149048,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
143,36490,568100.0,498600.0,0.0,3404,1.0,1978.0,4.0,0.309425413608551,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
144,36491,377900.0,250300.0,0.0,4990,2.0,1954.0,4.0,0.15619045495986938,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
145,36492,330400.0,281000.0,0.0,2610,1.0,1913.0,4.0,0.17779718339443207,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
146,36493,512800.0,512800.0,0.0,0,0.0,0.0,4.0,0.3179585337638855,Retail,Salt Lake,50.0,9.0,f,t,f,f,f,f,t,f,0.0,1014,1136,49035114000
