file_index,model,transit_scenario,filename,file_path,num_routes
63,application/v910-strategy-testing-rtp,Lin_2042_Needs,wfrc_sl_exp_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs\wfrc_sl_exp_2042UF.lin,2
64,application/v910-strategy-testing-rtp,Lin_2042_Needs,wfrc_sl_lcl_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs\wfrc_sl_lcl_2042UF.lin,17
65,application/v910-strategy-testing-rtp,Lin_2042_Needs_MAG,mag_brt_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs_MAG\mag_brt_2042UF.lin,7
66,application/v910-strategy-testing-rtp,Lin_2042_Needs_MAG,mag_lcl_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs_MAG\mag_lcl_2042UF.lin,10
67,application/v910-strategy-testing-rtp,Lin_2042_Needs_MAG,rail_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs_MAG\rail_2042UF.lin,8
68,application/v910-strategy-testing-rtp,Lin_2042_Needs_MAG,wfrc_brt_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs_MAG\wfrc_brt_2042UF.lin,4
69,application/v910-strategy-testing-rtp,Lin_2042_Needs_MAG,wfrc_core_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs_MAG\wfrc_core_2042UF.lin,26
70,application/v910-strategy-testing-rtp,Lin_2042_Needs_MAG,wfrc_og_lcl_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs_MAG\wfrc_og_lcl_2042UF.lin,19
71,application/v910-strategy-testing-rtp,Lin_2042_Needs_MAG,wfrc_sl_exp_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs_MAG\wfrc_sl_exp_2042UF.lin,2
72,application/v910-strategy-testing-rtp,Lin_2042_Needs_MAG,wfrc_sl_lcl_2042UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2042_Needs_MAG\wfrc_sl_lcl_2042UF.lin,17
73,application/v910-strategy-testing-rtp,Lin_2050,mag_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050\mag_brt_2050.lin,8
74,application/v910-strategy-testing-rtp,Lin_2050,mag_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050\mag_lcl_2050.lin,10
75,application/v910-strategy-testing-rtp,Lin_2050,rail_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050\rail_2050.lin,8
76,application/v910-strategy-testing-rtp,Lin_2050,wfrc_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050\wfrc_brt_2050.lin,4
77,application/v910-strategy-testing-rtp,Lin_2050,wfrc_core_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050\wfrc_core_2050.lin,37
78,application/v910-strategy-testing-rtp,Lin_2050,wfrc_og_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050\wfrc_og_lcl_2050.lin,19
79,application/v910-strategy-testing-rtp,Lin_2050,wfrc_sl_exp_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050\wfrc_sl_exp_2050.lin,2
80,application/v910-strategy-testing-rtp,Lin_2050,wfrc_sl_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050\wfrc_sl_lcl_2050.lin,15
81,application/v910-strategy-testing-rtp,Lin_2050_BNS,mag_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\mag_brt_2050.lin,8
82,application/v910-strategy-testing-rtp,Lin_2050_BNS,mag_brt_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\mag_brt_2050UF.lin,7
83,application/v910-strategy-testing-rtp,Lin_2050_BNS,mag_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\mag_lcl_2050.lin,10
84,application/v910-strategy-testing-rtp,Lin_2050_BNS,mag_lcl_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\mag_lcl_2050UF.lin,10
85,application/v910-strategy-testing-rtp,Lin_2050_BNS,rail_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\rail_2050.lin,6
86,application/v910-strategy-testing-rtp,Lin_2050_BNS,wfrc_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\wfrc_brt_2050.lin,2
87,application/v910-strategy-testing-rtp,Lin_2050_BNS,wfrc_core_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\wfrc_core_2050.lin,47
88,application/v910-strategy-testing-rtp,Lin_2050_BNS,wfrc_core_2050_rtp.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\wfrc_core_2050_rtp.lin,37
89,application/v910-strategy-testing-rtp,Lin_2050_BNS,wfrc_og_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\wfrc_og_lcl_2050.lin,19
90,application/v910-strategy-testing-rtp,Lin_2050_BNS,wfrc_sl_exp_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\wfrc_sl_exp_2050.lin,2
91,application/v910-strategy-testing-rtp,Lin_2050_BNS,wfrc_sl_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\wfrc_sl_lcl_2050.lin,15
92,application/v910-strategy-testing-rtp,Lin_2050_BNS,wfrc_utalcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS\wfrc_utalcl_2050.lin,9
93,application/v910-strategy-testing-rtp,Lin_2050_BNS_UTALRP,mag_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS_UTALRP\mag_brt_2050.lin,8
94,application/v910-strategy-testing-rtp,Lin_2050_BNS_UTALRP,mag_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS_UTALRP\mag_lcl_2050.lin,10
95,application/v910-strategy-testing-rtp,Lin_2050_BNS_UTALRP,rail_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS_UTALRP\rail_2050.lin,6
96,application/v910-strategy-testing-rtp,Lin_2050_BNS_UTALRP,wfrc_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS_UTALRP\wfrc_brt_2050.lin,2
97,application/v910-strategy-testing-rtp,Lin_2050_BNS_UTALRP,wfrc_core_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS_UTALRP\wfrc_core_2050.lin,47
98,application/v910-strategy-testing-rtp,Lin_2050_BNS_UTALRP,wfrc_og_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS_UTALRP\wfrc_og_lcl_2050.lin,19
99,application/v910-strategy-testing-rtp,Lin_2050_BNS_UTALRP,wfrc_sl_exp_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS_UTALRP\wfrc_sl_exp_2050.lin,2
100,application/v910-strategy-testing-rtp,Lin_2050_BNS_UTALRP,wfrc_sl_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS_UTALRP\wfrc_sl_lcl_2050.lin,15
101,application/v910-strategy-testing-rtp,Lin_2050_BNS_UTALRP,wfrc_utalcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_BNS_UTALRP\wfrc_utalcl_2050.lin,9
102,application/v910-strategy-testing-rtp,Lin_2050_FG,mag_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\mag_brt_2050.lin,8
103,application/v910-strategy-testing-rtp,Lin_2050_FG,mag_brt_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\mag_brt_2050UF.lin,7
104,application/v910-strategy-testing-rtp,Lin_2050_FG,mag_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\mag_lcl_2050.lin,10
105,application/v910-strategy-testing-rtp,Lin_2050_FG,mag_lcl_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\mag_lcl_2050UF.lin,10
106,application/v910-strategy-testing-rtp,Lin_2050_FG,rail_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\rail_2050.lin,9
107,application/v910-strategy-testing-rtp,Lin_2050_FG,wfrc_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\wfrc_brt_2050.lin,16
108,application/v910-strategy-testing-rtp,Lin_2050_FG,wfrc_core_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\wfrc_core_2050.lin,4
109,application/v910-strategy-testing-rtp,Lin_2050_FG,wfrc_core_2050_rtp.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\wfrc_core_2050_rtp.lin,37
110,application/v910-strategy-testing-rtp,Lin_2050_FG,wfrc_og_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\wfrc_og_lcl_2050.lin,19
111,application/v910-strategy-testing-rtp,Lin_2050_FG,wfrc_sl_exp_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\wfrc_sl_exp_2050.lin,2
112,application/v910-strategy-testing-rtp,Lin_2050_FG,wfrc_sl_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\wfrc_sl_lcl_2050.lin,15
113,application/v910-strategy-testing-rtp,Lin_2050_FG,wfrc_utalcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG\wfrc_utalcl_2050.lin,9
114,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,mag_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\mag_brt_2050.lin,8
115,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,mag_brt_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\mag_brt_2050UF.lin,7
116,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,mag_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\mag_lcl_2050.lin,10
117,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,mag_lcl_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\mag_lcl_2050UF.lin,10
118,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,rail_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\rail_2050.lin,9
119,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,wfrc_brt_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\wfrc_brt_2050.lin,16
120,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,wfrc_core_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\wfrc_core_2050.lin,4
121,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,wfrc_core_2050_rtp.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\wfrc_core_2050_rtp.lin,37
122,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,wfrc_og_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\wfrc_og_lcl_2050.lin,22
123,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,wfrc_sl_exp_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\wfrc_sl_exp_2050.lin,3
124,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,wfrc_sl_lcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\wfrc_sl_lcl_2050.lin,41
125,application/v910-strategy-testing-rtp,Lin_2050_FG_LB,wfrc_utalcl_2050.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_FG_LB\wfrc_utalcl_2050.lin,9
126,application/v910-strategy-testing-rtp,Lin_2050_Needs,mag_brt_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs\mag_brt_2050UF.lin,8
127,application/v910-strategy-testing-rtp,Lin_2050_Needs,mag_lcl_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs\mag_lcl_2050UF.lin,10
128,application/v910-strategy-testing-rtp,Lin_2050_Needs,rail_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs\rail_2050UF.lin,9
129,application/v910-strategy-testing-rtp,Lin_2050_Needs,wfrc_brt_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs\wfrc_brt_2050UF.lin,4
130,application/v910-strategy-testing-rtp,Lin_2050_Needs,wfrc_core_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs\wfrc_core_2050UF.lin,36
131,application/v910-strategy-testing-rtp,Lin_2050_Needs,wfrc_og_lcl_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs\wfrc_og_lcl_2050UF.lin,19
132,application/v910-strategy-testing-rtp,Lin_2050_Needs,wfrc_sl_exp_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs\wfrc_sl_exp_2050UF.lin,2
133,application/v910-strategy-testing-rtp,Lin_2050_Needs,wfrc_sl_lcl_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs\wfrc_sl_lcl_2050UF.lin,15
134,application/v910-strategy-testing-rtp,Lin_2050_Needs_MAG,mag_brt_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs_MAG\mag_brt_2050UF.lin,7
135,application/v910-strategy-testing-rtp,Lin_2050_Needs_MAG,mag_lcl_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs_MAG\mag_lcl_2050UF.lin,10
136,application/v910-strategy-testing-rtp,Lin_2050_Needs_MAG,rail_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs_MAG\rail_2050UF.lin,9
137,application/v910-strategy-testing-rtp,Lin_2050_Needs_MAG,wfrc_brt_2050UF.lin,S:\Github\WF-TDM-v9x\1_Inputs\4_Transit\Lin_2050_Needs_MAG\wfrc_brt_2050UF.lin,4
