TAZID,PUMA,TRACT,BlockGroup
1345,35013,49035114500,490351145003
1346,35013,49035114500,490351145003
1347,35013,49035113307,490351133073
1348,35013,49035113307,490351133072
1349,35013,49035113307,490351133071
1350,35013,49035113312,490351133121
1351,35013,49035113312,490351133122
1352,35013,49035113312,490351133122
1353,35013,49035113311,490351133112
1354,35013,49035113414,490351134143
1355,35013,49035113414,490351134142
1356,35013,49035113414,490351134141
1357,35013,49035113412,490351134122
1358,35013,49035113412,490351134122
1359,35013,49035114500,490351145001
1360,35013,49035113406,490351134063
1361,35013,49035114500,490351145001
1362,35013,49035114500,490351145002
1363,35013,49035113406,490351134062
1364,35013,49035113406,490351134061
1365,35013,49035113406,490351134061
1366,35013,49035113308,490351133083
1367,35013,49035113308,490351133082
1368,35013,49035113308,490351133081
1369,35013,49035113312,490351133123
1370,35013,49035113312,490351133123
1371,35013,49035113311,490351133112
1372,35013,49035113408,490351134081
1373,35013,49035113409,490351134093
1374,35013,49035113409,490351134091
1375,35013,49035113409,490351134091
1376,35013,49035113413,490351134131
1377,35013,49035113413,490351134133
1378,35013,49035113410,490351134104
1379,35013,49035113410,490351134102
1380,35013,49035113411,490351134111
1381,35013,49035113411,490351134111
1382,35013,49035113309,490351133091
1383,35013,49035113310,490351133102
1384,35013,49035113310,490351133101
1385,35013,49035113314,490351133142
1386,35013,49035113314,490351133141
1387,35013,49035113509,490351135091
1388,35013,49035113509,490351135093
1389,35013,49035113408,490351134082
1390,35013,49035113410,490351134101
1391,35013,49035113410,490351134103
1392,35013,49035113411,490351134112
1393,35013,49035113411,490351134112
1394,35013,49035113309,490351133092
1395,35013,49035113309,490351133093
1396,35013,49035113310,490351133103
1397,35013,49035113310,490351133101
1398,35013,49035113313,490351133131
1399,35013,49035113313,490351133133
1400,35013,49035113509,490351135094
1401,35014,49035113909,490351139091
1402,35014,49035113909,490351139091
1403,35013,49035113545,490351135451
1404,35013,49035113544,490351135442
1405,35013,49035113544,490351135441
1406,35013,49035113544,490351135441
1407,35013,49035113539,490351135391
1408,35013,49035113538,490351135381
1409,35013,49035113505,490351135053
1410,35013,49035113505,490351135051
1411,35013,49035113536,490351135361
1412,35013,49035113536,490351135361
1413,35013,49035113537,490351135371
1414,35013,49035113520,490351135202
1415,35013,49035113545,490351135451
1416,35013,49035113539,490351135392
1417,35013,49035113538,490351135382
1418,35013,49035113505,490351135054
1419,35013,49035113505,490351135052
1420,35013,49035113536,490351135362
1421,35013,49035113536,490351135362
1422,35013,49035113537,490351135372
1423,35013,49035113520,490351135201
1424,35013,49035113545,490351135451
1425,35013,49035113545,490351135451
1426,35013,49035113545,490351135451
1427,35013,49035113545,490351135451
1428,35013,49035113545,490351135451
1429,35014,49035113909,490351139091
1430,35014,49035113909,490351139091
1431,35014,49035113526,490351135261
1432,35014,49035113526,490351135261
1433,35014,49035113526,490351135261
1434,35014,49035113909,490351139091
1435,35014,49035113541,490351135411
1436,35014,49035113541,490351135411
1437,35016,49035113540,490351135402
1438,35016,49035113540,490351135401
1439,35015,49035111500,490351115001
1440,35015,49035111500,490351115001
1441,35015,49035111500,490351115001
1442,35015,49035111500,490351115001
1443,35015,49035111500,490351115001
1444,35015,49035111500,490351115001
1445,35015,49035111500,490351115001
1446,35015,49035111400,490351114006
1447,35015,49035111400,490351114001
1448,35015,49035111500,490351115001
1449,35015,49035111500,490351115001
1450,35015,49035111500,490351115001
1451,35015,49035111500,490351115001
1452,35015,49035111500,490351115001
1453,35015,49035111500,490351115001
1454,35015,49035111500,490351115001
1455,35015,49035111500,490351115001
1456,35015,49035111500,490351115001
1457,35015,49035111400,490351114005
1458,35015,49035111400,490351114006
1459,35015,49035111400,490351114002
1460,35015,49035111400,490351114001
1461,35015,49035111500,490351115001
1462,35015,49035111500,490351115001
1463,35015,49035111500,490351115001
1464,35015,49035111500,490351115001
1465,35015,49035111500,490351115001
1466,35015,49035111500,490351115001
1467,35015,49035111400,490351114004
1468,35015,49035111400,490351114003
1469,35015,49035111500,490351115001
1470,35015,49035111500,490351115001
1471,35015,49035111601,490351116011
1472,35015,49035111601,490351116011
1473,35015,49035111601,490351116011
1474,35015,49035111601,490351116012
1475,35015,49035111601,490351116012
1476,35015,49035111702,490351117022
1477,35015,49035111702,490351117024
1478,35015,49035111702,490351117023
1479,35015,49035111602,490351116022
1480,35015,49035111602,490351116023
1481,35015,49035111601,490351116011
1482,35015,49035111601,490351116011
1483,35015,49035111601,490351116012
1484,35015,49035111601,490351116012
1485,35015,49035111701,490351117013
1486,35015,49035111701,490351117012
1487,35015,49035111702,490351117021
1488,35015,49035111602,490351116022
1489,35015,49035111602,490351116023
1490,35015,49035111601,490351116011
1491,35015,49035111601,490351116011
1492,35015,49035111601,490351116011
1493,35015,49035111601,490351116012
1494,35015,49035111601,490351116012
1495,35015,49035111701,490351117011
1496,35015,49035111701,490351117012
1497,35015,49035111702,490351117021
1498,35015,49035111802,490351118021
1499,35015,49035110300,490351103003
1500,35015,49035110300,490351103001
1501,35015,49035110200,490351102004
1502,35015,49035110200,490351102003
1503,35015,49035110200,490351102002
1504,35012,49035110103,490351101032
1505,35015,49035111802,490351118021
1506,35015,49035111802,490351118022
1507,35015,49035111802,490351118022
1508,35015,49035110300,490351103006
1509,35015,49035110300,490351103005
1510,35015,49035110300,490351103004
1511,35015,49035110300,490351103002
1512,35015,49035110200,490351102005
1513,35015,49035111801,490351118014
1514,35015,49035111801,490351118012
1515,35015,49035111801,490351118011
1516,35015,49035110401,490351104012
1517,35015,49035110401,490351104011
1518,35015,49035110402,490351104021
1519,35015,49035110402,490351104022
1520,35015,49035110500,490351105003
1521,35015,49035110500,490351105001
1522,35015,49035111801,490351118013
1523,35015,49035111801,490351118012
1524,35015,49035111801,490351118011
1525,35015,49035110401,490351104013
1526,35015,49035110401,490351104011
1527,35015,49035110402,490351104021
1528,35015,49035110402,490351104023
1529,35015,49035110500,490351105004
1530,35015,49035110500,490351105002
1531,35015,49035110104,490351101042
1532,35015,49035111602,490351116021
1533,35015,49035111601,490351116012
1534,35015,49035111601,490351116012
1535,35015,49035111601,490351116012
1536,35015,49035111906,490351119061
1537,35015,49035111906,490351119061
1538,35015,49035111906,490351119062
1539,35015,49035111905,490351119053
1540,35015,49035111905,490351119052
1541,35015,49035111903,490351119031
1542,35015,49035111903,490351119031
1543,35015,49035111903,490351119033
1544,35015,49035111903,490351119033
1545,35015,49035111903,490351119032
1546,35015,49035110701,490351107012
1547,35015,49035110701,490351107011
1548,35015,49035111904,490351119041
1549,35015,49035111904,490351119042
1550,35015,49035111903,490351119032
1551,35015,49035110800,490351108004
1552,35015,49035110701,490351107012
1553,35015,49035110701,490351107011
1554,35015,49035110104,490351101044
1555,35015,49035110104,490351101041
1556,35015,49035111105,490351111053
1557,35014,49035113801,490351138011
1558,35014,49035113802,490351138023
1559,35014,49035113802,490351138021
1560,35014,49035113600,490351136003
1561,35014,49035113600,490351136001
1562,35014,49035113526,490351135262
1563,35014,49035113804,490351138041
1564,35014,49035113801,490351138013
1565,35014,49035113805,490351138051
1566,35014,49035113805,490351138052
1567,35014,49035113702,490351137021
1568,35014,49035113600,490351136004
1569,35014,49035113701,490351137012
1570,35014,49035113805,490351138053
1571,35014,49035113701,490351137011
1572,35014,49035113701,490351137013
1573,35013,49035113520,490351135201
1574,35014,49035113510,490351135101
1575,35014,49035113510,490351135102
1576,35014,49035113511,490351135111
1577,35014,49035113512,490351135121
1578,35014,49035113512,490351135121
1579,35014,49035113510,490351135101
1580,35014,49035113510,490351135103
1581,35014,49035113511,490351135112
1582,35014,49035113514,490351135144
1583,35014,49035113521,490351135213
1584,35014,49035113521,490351135213
1585,35014,49035113521,490351135211
1586,35014,49035113522,490351135222
1587,35014,49035113522,490351135221
1588,35014,49035113513,490351135133
1589,35014,49035113513,490351135133
1590,35014,49035113514,490351135141
1591,35014,49035113515,490351135151
1592,35014,49035113514,490351135142
1593,35014,49035113515,490351135151
1594,35014,49035113521,490351135214
1595,35014,49035113521,490351135214
1596,35014,49035113521,490351135212
1597,35014,49035113522,490351135222
1598,35014,49035113515,490351135152
1599,35014,49035113523,490351135232
1600,35014,49035113523,490351135231
1601,35014,49035113532,490351135321
1602,35014,49035113533,490351135332
1603,35014,49035113513,490351135132
1604,35014,49035113513,490351135132
1605,35014,49035113515,490351135153
1606,35014,49035113523,490351135233
1607,35014,49035113533,490351135332
1608,35016,49035114301,490351143013
1609,35016,49035112904,490351129045
1610,35016,49035112905,490351129053
1611,35016,49035112905,490351129051
1612,35016,49035112907,490351129072
1613,35016,49035112914,490351129141
1614,35014,49035113533,490351135331
1615,35015,49035112102,490351121022
1616,35015,49035112101,490351121013
1617,35015,49035112102,490351121022
1618,35015,49035112101,490351121014
1619,35015,49035112101,490351121013
1620,35015,49035112101,490351121012
1621,35015,49035112101,490351121013
1622,35015,49035112001,490351120011
1623,35015,49035112001,490351120013
1624,35015,49035112001,490351120011
1625,35015,49035111905,490351119051
1626,35015,49035112102,490351121022
1627,35015,49035112101,490351121014
1628,35015,49035112101,490351121012
1629,35015,49035112002,490351120024
1630,35015,49035112002,490351120021
1631,35015,49035112102,490351121024
1632,35015,49035112102,490351121023
1633,35015,49035112101,490351121011
1634,35015,49035112101,490351121011
1635,35015,49035112301,490351123012
1636,35015,49035112002,490351120021
1637,35015,49035111105,490351111051
1638,35014,49035113515,490351135153
1639,35015,49035112102,490351121021
1640,35015,49035112201,490351122011
1641,35015,49035112202,490351122021
1642,35015,49035112202,490351122021
1643,35015,49035112202,490351122021
1644,35015,49035112301,490351123012
1645,35015,49035112002,490351120023
1646,35015,49035111105,490351111052
1647,35015,49035111107,490351111071
1648,35015,49035112201,490351122012
1649,35015,49035112301,490351123013
1650,35015,49035112301,490351123013
1651,35015,49035112002,490351120022
1652,35015,49035111104,490351111042
1653,35015,49035111109,490351111092
1654,35014,49035113533,490351135331
1655,35015,49035112201,490351122013
1656,35015,49035112201,490351122011
1657,35015,49035112202,490351122022
1658,35015,49035112202,490351122022
1659,35015,49035112202,490351122022
1660,35015,49035112302,490351123023
1661,35015,49035112302,490351123023
1662,35015,49035112302,490351123022
1663,35015,49035112302,490351123021
1664,35015,49035111104,490351111041
1665,35015,49035111108,490351111081
1666,35015,49035112201,490351122013
1667,35015,49035112201,490351122013
1668,35015,49035112202,490351122023
1669,35015,49035112202,490351122023
1670,35015,49035111108,490351111082
1671,35015,49035110702,490351107023
1672,35015,49035110702,490351107024
1673,35015,49035110702,490351107022
1674,35015,49035110702,490351107021
1675,35015,49035110600,490351106005
1676,35015,49035110600,490351106004
1677,35015,49035110600,490351106003
1678,35015,49035110600,490351106002
1679,35015,49035110600,490351106001
1680,35015,49035110900,490351109001
1681,35015,49035110900,490351109002
1682,35015,49035110600,490351106001
1683,35015,49035111106,490351111062
1684,35015,49035110800,490351108003
1685,35015,49035110800,490351108002
1686,35015,49035110800,490351108001
1687,35015,49035110900,490351109003
1688,35015,49035111107,490351111072
1689,35015,49035111106,490351111061
1690,35015,49035110800,490351108002
1691,35015,49035111001,490351110013
1692,35015,49035110900,490351109004
1693,35015,49035111001,490351110012
1694,35015,49035111001,490351110012
1695,35015,49035110104,490351101041
1696,35015,49035111109,490351111091
1697,35015,49035111001,490351110013
1698,35015,49035111001,490351110012
1699,35015,49035111001,490351110012
1700,35008,49035111002,490351110023
1701,35016,49035113527,490351135272
1702,35016,49035980100,490359801001
1703,35016,49035112904,490351129043
1704,35016,49035113540,490351135402
1705,35016,49035113528,490351135283
1706,35016,49035114301,490351143014
1707,35016,49035112904,490351129042
1708,35016,49035112904,490351129044
1709,35016,49035112905,490351129053
1710,35016,49035112905,490351129052
1711,35016,49035112907,490351129072
1712,35016,49035112914,490351129142
1713,35016,49035114200,490351142001
1714,35014,49035113909,490351139091
1715,35016,49035113542,490351135421
1716,35016,49035113542,490351135421
1717,35016,49035113543,490351135432
1718,35016,49035113543,490351135432
1719,35016,49035113543,490351135432
1720,35016,49035114302,490351143021
1721,35016,49035112912,490351129121
1722,35016,49035112912,490351129122
1723,35016,49035112913,490351129132
1724,35016,49035112913,490351129131
1725,35016,49035112907,490351129073
1726,35016,49035112914,490351129143
1727,35016,49035114200,490351142001
1728,35014,49035113909,490351139091
1729,35016,49035113542,490351135421
1730,35016,49035113542,490351135421
1731,35016,49035114303,490351143031
1732,35016,49035114303,490351143031
1733,35016,49035114304,490351143042
1734,35016,49035114304,490351143043
1735,35016,49035114304,490351143041
1736,35016,49035114302,490351143021
1737,35016,49035113101,490351131012
1738,35016,49035113101,490351131013
1739,35016,49035112916,490351129161
1740,35016,49035112916,490351129162
1741,35016,49035112917,490351129172
1742,35016,49035112917,490351129171
1743,35016,49035112917,490351129171
1744,35016,49035112918,490351129183
1745,35016,49035114200,490351142002
1746,35016,49035114303,490351143032
1747,35016,49035114303,490351143033
1748,35016,49035114304,490351143042
1749,35016,49035113108,490351131082
1750,35016,49035113101,490351131011
1751,35016,49035113101,490351131013
1752,35016,49035112920,490351129202
1753,35016,49035112920,490351129202
1754,35016,49035112918,490351129183
1755,35016,49035114303,490351143032
1756,35016,49035114303,490351143033
1757,35017,49035115211,490351152113
1758,35016,49035113108,490351131081
1759,35016,49035113101,490351131012
1760,35016,49035113102,490351131022
1761,35016,49035112921,490351129213
1762,35016,49035112921,490351129212
1763,35016,49035112920,490351129202
1764,35016,49035112918,490351129181
1765,35016,49035114200,490351142002
1766,35017,49035113105,490351131051
1767,35017,49035115211,490351152113
1768,35016,49035114303,490351143032
1769,35017,49035115211,490351152113
1770,35017,49035115211,490351152113
1771,35017,49035115211,490351152112
1772,35016,49035113101,490351131012
1773,35016,49035113102,490351131021
1774,35016,49035113102,490351131022
1775,35016,49035113102,490351131022
1776,35016,49035113102,490351131022
1777,35016,49035112921,490351129211
1778,35016,49035112921,490351129212
1779,35016,49035112920,490351129201
1780,35016,49035112918,490351129181
1781,35016,49035114200,490351142002
1782,35017,49035115211,490351152113
1783,35017,49035113105,490351131051
1784,35017,49035115210,490351152101
1785,35017,49035115210,490351152101
1786,35016,49035112405,490351124052
1787,35008,49035112501,490351125013
1788,35008,49035112501,490351125012
1789,35016,49035112405,490351124051
1790,35016,49035112405,490351124051
1791,35008,49035112404,490351124044
1792,35008,49035112404,490351124044
1793,35008,49035112501,490351125011
1794,35008,49035112504,490351125041
1795,35008,49035112505,490351125052
1796,35008,49035112504,490351125042
1797,35016,49035112405,490351124051
1798,35016,49035112405,490351124051
1799,35016,49035112405,490351124051
1800,35016,49035112405,490351124052
1801,35008,49035112404,490351124043
1802,35008,49035112404,490351124043
1803,35008,49035112503,490351125032
1804,35008,49035112503,490351125031
1805,35008,49035112505,490351125053
1806,35008,49035112505,490351125054
1807,35008,49035112505,490351125054
1808,35016,49035112406,490351124062
1809,35016,49035112406,490351124062
1810,35016,49035112406,490351124063
1811,35008,49035112402,490351124021
1812,35008,49035112402,490351124021
1813,35008,49035112610,490351126101
1814,35008,49035112503,490351125034
1815,35016,49035112406,490351124061
1816,35008,49035112402,490351124023
1817,35008,49035112402,490351124022
1818,35008,49035112610,490351126103
1819,35008,49035112610,490351126103
1820,35008,49035112402,490351124023
1821,35008,49035112402,490351124022
1822,35008,49035111201,490351112012
1823,35008,49035111201,490351112011
1824,35008,49035111002,490351110022
1825,35008,49035111002,490351110021
1826,35008,49035111002,490351110023
1827,35008,49035111002,490351110023
1828,35008,49035110106,490351101063
1829,35008,49035111201,490351112012
1830,35008,49035111202,490351112024
1831,35008,49035111202,490351112021
1832,35008,49035111202,490351112024
1833,35008,49035111202,490351112022
1834,35008,49035111305,490351113052
1835,35008,49035111305,490351113051
1836,35008,49035111302,490351113022
1837,35008,49035112618,490351126181
1838,35008,49035112618,490351126181
1839,35008,49035111202,490351112023
1840,35008,49035111306,490351113061
1841,35008,49035111302,490351113024
1842,35008,49035110105,490351101052
1843,35008,49035112614,490351126142
1844,35008,49035111306,490351113062
1845,35008,49035111302,490351113023
1846,35008,49035111304,490351113042
1847,35008,49035111304,490351113041
1848,35008,49035110106,490351101063
1849,35008,49035112618,490351126181
1850,35008,49035112503,490351125033
1851,35008,49035112610,490351126101
1852,35008,49035112611,490351126112
1853,35008,49035112611,490351126114
1854,35008,49035112618,490351126182
1855,35008,49035112610,490351126103
1856,35008,49035112610,490351126102
1857,35008,49035112619,490351126192
1858,35008,49035112619,490351126191
1859,35008,49035112614,490351126141
1860,35008,49035112614,490351126142
1861,35016,49035112406,490351124062
1862,35008,49035112402,490351124024
1863,35008,49035112402,490351124024
1864,35008,49035112610,490351126103
1865,35008,49035112700,490351127001
1866,35008,49035112612,490351126122
1867,35008,49035112612,490351126121
1868,35008,49035112608,490351126083
1869,35008,49035112608,490351126081
1870,35009,49035112621,490351126211
1871,35009,49035112621,490351126213
1872,35009,49035112621,490351126213
1873,35008,49035112700,490351127004
1874,35008,49035112700,490351127003
1875,35008,49035112700,490351127004
1876,35008,49035112700,490351127003
1877,35008,49035112700,490351127002
1878,35008,49035112700,490351127004
1879,35008,49035112612,490351126122
1880,35008,49035112612,490351126121
1881,35008,49035112608,490351126084
1882,35008,49035112608,490351126082
1883,35008,49035112609,490351126093
1884,35008,49035112609,490351126091
1885,35009,49035112621,490351126212
1886,35009,49035112621,490351126213
1887,35009,49035112621,490351126213
1888,35009,49035112621,490351126213
1889,35009,49035112620,490351126203
1890,35009,49035112620,490351126201
1891,35009,49035112604,490351126043
1892,35009,49035112604,490351126042
1893,35009,49035112613,490351126132
1894,35009,49035112613,490351126131
1895,35009,49035112616,490351126163
1896,35008,49035112609,490351126091
1897,35009,49035112621,490351126213
1898,35009,49035112621,490351126213
1899,35009,49035112620,490351126202
1900,35009,49035112604,490351126044
1901,35009,49035112604,490351126041
1902,35009,49035112613,490351126132
1903,35009,49035112613,490351126133
1904,35009,49035112617,490351126173
1905,35009,49035112616,490351126161
1906,35008,49035110106,490351101061
1907,35008,49035110106,490351101062
1908,35009,49035112825,490351128252
1909,35009,49035112812,490351128124
1910,35009,49035112812,490351128123
1911,35009,49035112812,490351128122
1912,35009,49035112604,490351126044
1913,35009,49035112812,490351128121
1914,35009,49035112613,490351126133
1915,35009,49035112617,490351126172
1916,35009,49035112814,490351128142
1917,35009,49035112815,490351128153
1918,35009,49035112825,490351128252
1919,35009,49035112825,490351128252
1920,35009,49035112822,490351128223
1921,35009,49035112822,490351128221
1922,35009,49035112804,490351128041
1923,35009,49035112804,490351128042
1924,35009,49035112813,490351128131
1925,35009,49035112813,490351128132
1926,35009,49035112617,490351126172
1927,35009,49035112814,490351128142
1928,35009,49035112825,490351128252
1929,35009,49035112822,490351128222
1930,35009,49035112822,490351128221
1931,35009,49035112804,490351128043
1932,35009,49035112804,490351128044
1933,35009,49035112813,490351128131
1934,35009,49035112813,490351128132
1935,35009,49035112814,490351128141
1936,35009,49035112815,490351128153
1937,35009,49035112805,490351128052
1938,35009,49035112805,490351128051
1939,35009,49035112815,490351128151
1940,35009,49035112813,490351128134
1941,35009,49035112814,490351128141
1942,35009,49035112815,490351128151
1943,35009,49035112815,490351128152
1944,35017,49035115210,490351152101
1945,35017,49035113007,490351130071
1946,35017,49035113008,490351130084
1947,35017,49035113008,490351130083
1948,35017,49035113008,490351130081
1949,35017,49035113010,490351130103
1950,35017,49035113010,490351130102
1951,35017,49035113010,490351130104
1952,35017,49035113012,490351130122
1953,35017,49035115210,490351152101
1954,35017,49035113007,490351130072
1955,35017,49035113008,490351130084
1956,35017,49035113008,490351130083
1957,35017,49035113008,490351130082
1958,35017,49035113010,490351130101
1959,35017,49035113010,490351130102
1960,35017,49035113010,490351130105
1961,35017,49035113012,490351130123
1962,35017,49035113012,490351130123
1963,35009,49035112824,490351128244
1964,35017,49035115211,490351152111
1965,35017,49035115211,490351152111
1966,35017,49035115210,490351152101
1967,35017,49035115210,490351152101
1968,35017,49035113022,490351130222
1969,35017,49035113021,490351130211
1970,35017,49035113021,490351130212
1971,35017,49035113010,490351130102
1972,35009,49035112824,490351128244
1973,35009,49035112824,490351128244
1974,35017,49035115211,490351152111
1975,35017,49035115210,490351152101
1976,35017,49035115210,490351152101
1977,35017,49035113022,490351130221
1978,35017,49035113022,490351130223
1979,35017,49035113021,490351130211
1980,35017,49035113021,490351130212
1981,35017,49035113024,490351130241
1982,35017,49035113024,490351130242
1983,35017,49035113011,490351130111
1984,35017,49035113011,490351130112
1985,35017,49035113011,490351130113
1986,35017,49035113011,490351130113
1987,35017,49035113012,490351130124
1988,35009,49035112824,490351128242
1989,35009,49035112825,490351128252
1990,35017,49035115211,490351152111
1991,35017,49035115211,490351152111
1992,35017,49035115211,490351152111
1993,35017,49035115211,490351152111
1994,35017,49035115211,490351152111
1995,35017,49035115210,490351152101
1996,35017,49035115210,490351152101
1997,35017,49035113022,490351130223
1998,35017,49035113021,490351130212
1999,35017,49035113025,490351130252
2000,35017,49035113025,490351130251
2001,35017,49035113011,490351130112
2002,35017,49035113012,490351130124
2003,35009,49035112824,490351128241
2004,35017,49035115211,490351152111
2005,35017,49035115211,490351152111
2006,35017,49035115211,490351152111
2007,35017,49035115211,490351152111
2008,35017,49035115211,490351152111
2009,35017,49035115210,490351152101
2010,35017,49035113023,490351130231
2011,35017,49035113023,490351130232
2012,35017,49035113023,490351130233
2013,35017,49035113023,490351130233
2014,35017,49035113025,490351130252
2015,35017,49035113025,490351130251
2016,35017,49035113024,490351130242
2017,35017,49035113011,490351130112
2018,35017,49035113011,490351130112
2019,35017,49035113011,490351130113
2020,35017,49035113012,490351130121
2021,35017,49035113023,490351130231
2022,35017,49035113105,490351131053
2023,35017,49035113114,490351131142
2024,35017,49035113114,490351131142
2025,35017,49035113114,490351131142
2026,35017,49035113114,490351131142
2027,35017,49035113114,490351131142
2028,35017,49035113109,490351131093
2029,35017,49035113114,490351131142
2030,35017,49035113114,490351131141
2031,35017,49035113114,490351131141
2032,35017,49035113114,490351131141
2033,35017,49035113113,490351131132
2034,35017,49035113105,490351131053
2035,35017,49035113105,490351131052
2036,35017,49035113105,490351131053
2037,35017,49035113113,490351131132
2038,35017,49035113113,490351131132
2039,35017,49035113113,490351131132
2040,35017,49035113113,490351131132
2041,35017,49035113105,490351131052
2042,35017,49035113112,490351131122
2043,35017,49035113112,490351131122
2044,35017,49035113105,490351131052
2045,35017,49035113112,490351131121
2046,35017,49035113111,490351131111
2047,35017,49035115109,490351151091
2048,35017,49035115107,490351151071
2049,35017,49035113112,490351131121
2050,35017,49035115107,490351151072
2051,35017,49035115107,490351151073
2052,35017,49035113110,490351131102
2053,35017,49035115109,490351151091
2054,35017,49035115108,490351151082
2055,35017,49035115108,490351151081
2056,35017,49035115108,490351151082
2057,35017,49035115108,490351151082
2058,35017,49035115109,490351151091
2059,35017,49035115108,490351151082
2060,35017,49035115109,490351151091
2061,35017,49035115109,490351151091
2062,35017,49035113109,490351131091
2063,35017,49035113013,490351130133
2064,35017,49035113013,490351130133
2065,35017,49035113013,490351130132
2066,35017,49035113013,490351130131
2067,35017,49035113014,490351130141
2068,35017,49035113014,490351130141
2069,35017,49035113014,490351130142
2070,35017,49035114601,490351146011
2071,35017,49035114601,490351146012
2072,35017,49035113113,490351131131
2073,35017,49035113113,490351131131
2074,35017,49035113016,490351130161
2075,35017,49035113016,490351130161
2076,35017,49035113016,490351130161
2077,35017,49035113016,490351130163
2078,35017,49035113017,490351130171
2079,35017,49035113017,490351130172
2080,35017,49035114602,490351146021
2081,35017,49035114602,490351146021
2082,35017,49035113113,490351131131
2083,35017,49035113016,490351130161
2084,35017,49035113016,490351130161
2085,35017,49035113016,490351130161
2086,35017,49035113016,490351130163
2087,35017,49035113017,490351130173
2088,35017,49035113017,490351130173
2089,35017,49035113111,490351131112
2090,35017,49035113111,490351131111
2091,35017,49035113111,490351131112
2092,35017,49035115109,490351151091
2093,35017,49035113016,490351130161
2094,35017,49035113016,490351130161
2095,35017,49035113016,490351130162
2096,35017,49035113017,490351130174
2097,35017,49035113017,490351130174
2098,35017,49035114602,490351146021
2099,35017,49035114602,490351146021
2100,35017,49035113110,490351131101
2101,35009,49035112824,490351128243
2102,35009,49035112824,490351128243
2103,35009,49035112825,490351128252
2104,35009,49035112825,490351128252
2105,35009,49035112823,490351128232
2106,35009,49035112823,490351128231
2107,35009,49035112823,490351128231
2108,35009,49035112823,490351128233
2109,35009,49035112823,490351128233
2110,35009,49035112805,490351128052
2111,35009,49035112825,490351128252
2112,35009,49035112823,490351128233
2113,35009,49035112805,490351128053
2114,35009,49035112815,490351128151
2115,35009,49035112815,490351128152
2116,35009,49035112815,490351128153
2117,35009,49035112825,490351128252
2118,35009,49035112825,490351128252
2119,35009,49035112825,490351128252
2120,35009,49035112829,490351128291
2121,35009,49035112828,490351128282
2122,35009,49035112816,490351128161
2123,35009,49035112816,490351128161
2124,35009,49035112821,490351128211
2125,35009,49035112821,490351128212
2126,35009,49035112821,490351128212
2127,35009,49035112825,490351128252
2128,35009,49035112825,490351128252
2129,35009,49035112829,490351128291
2130,35009,49035112828,490351128282
2131,35009,49035112828,490351128282
2132,35009,49035112816,490351128161
2133,35009,49035112825,490351128252
2134,35009,49035112825,490351128252
2135,35009,49035112828,490351128281
2136,35009,49035112816,490351128162
2137,35009,49035112821,490351128212
2138,35009,49035112818,490351128181
2139,35009,49035112818,490351128181
2140,35009,49035112818,490351128181
2141,35009,49035112818,490351128181
2142,35009,49035112816,490351128163
2143,35009,49035112829,490351128291
2144,35009,49035112816,490351128163
2145,35009,49035112816,490351128163
2146,35009,49035112830,490351128301
2147,35009,49035112830,490351128302
2148,35009,49035112821,490351128213
2149,35009,49035112818,490351128181
2150,35009,49035112816,490351128163
2151,35009,49035112830,490351128302
2152,35009,49035112830,490351128302
2153,35009,49035112816,490351128163
2154,35009,49035112830,490351128302
2155,35009,49035112831,490351128312
2156,35009,49035112821,490351128214
2157,35009,49035112831,490351128311
2158,35009,49035112831,490351128311
2159,35009,49035112831,490351128312
2160,35009,49035112831,490351128312
2161,35009,49035112831,490351128311
2162,35017,49035112826,490351128261
2163,35017,49035112826,490351128261
2164,35017,49035112826,490351128261
2165,35017,49035112826,490351128261
2166,35017,49035112826,490351128263
2167,35017,49035112827,490351128271
2168,35017,49035112827,490351128271
2169,35009,49035112825,490351128251
2170,35009,49035112825,490351128251
2171,35017,49035112826,490351128261
2172,35017,49035112826,490351128262
2173,35017,49035112826,490351128262
2174,35017,49035112826,490351128263
2175,35017,49035112827,490351128271
2176,35017,49035112827,490351128271
2177,35017,49035112827,490351128271
2178,35017,49035112827,490351128271
2179,35017,49035112827,490351128271
2180,35017,49035112826,490351128262
2181,35017,49035112827,490351128271
2182,35017,49035112827,490351128271
2183,35017,49035112827,490351128271
2184,35017,49035112827,490351128271
2185,35017,49035112827,490351128271
2186,35017,49035112827,490351128271
155,57001,49057210408,490572104081
156,57001,49057210408,490572104081
157,57001,49057210408,490572104081
158,57001,49057210408,490572104081
159,57001,49057210408,490572104081
160,57001,49057210408,490572104081
161,57001,49057210404,490572104041
162,57001,49057210408,490572104081
163,57001,49057210404,490572104041
164,57001,49057210404,490572104041
165,57001,49057210408,490572104081
166,57001,49057210408,490572104081
167,57001,49057210404,490572104041
168,57001,49057210404,490572104041
169,57001,49057210404,490572104041
170,57001,49057210408,490572104081
171,57001,49057210408,490572104081
172,57001,49057210404,490572104041
173,57001,49057210404,490572104041
174,57001,49057210404,490572104041
175,57001,49057210404,490572104041
176,57001,49057210404,490572104041
177,57001,49057210408,490572104081
178,57001,49057210408,490572104081
179,57001,49057210408,490572104081
180,57001,49057210518,490572105181
181,57001,49057210518,490572105181
182,57001,49057210518,490572105181
183,57001,49057210518,490572105181
184,57001,49057210518,490572105181
185,57001,49057210518,490572105181
186,57001,49057210518,490572105182
187,57001,49057210408,490572104081
