TAZID,PUMA,TRACT,BlockGroup
132,3000,49003960801,490039608012
133,3000,49003960801,490039608013
134,3000,49003960801,490039608013
135,3000,49003960801,490039608013
136,3000,49003960801,490039608012
137,3000,49003960801,490039608013
138,3000,49003960801,490039608013
139,3000,49003960801,490039608012
140,3000,49003960801,490039608013
141,3000,49003960801,490039608013
142,3000,49003960801,490039608013
143,3000,49003960801,490039608013
144,3000,49003960801,490039608013
145,3000,49003960602,490039606021
146,5000,49005001300,490050013003
147,3000,49003960801,490039608011
148,3000,49003960602,490039606021
149,3000,49003960602,490039606021
150,3000,49003960801,490039608011
151,3000,49003960801,490039608011
152,3000,49003960801,490039608012
153,3000,49003960801,490039608012
582,11003,49011125408,490111254082
583,11003,49011125408,490111254082
584,11003,49011125307,490111253074
585,11003,49011125307,490111253074
586,11003,49011125408,490111254082
587,11003,49011125307,490111253074
588,11003,49011125307,490111253074
589,11003,49011125307,490111253074
590,11003,49011125307,490111253072
591,11003,49011125307,490111253072
592,11003,49011125408,490111254082
593,11003,49011125407,490111254074
594,11003,49011125407,490111254074
595,11003,49011125407,490111254071
596,11003,49011125501,490111255011
597,11003,49011125408,490111254082
598,11003,49011125408,490111254082
599,11003,49011125407,490111254073
600,11003,49011125407,490111254073
601,11003,49011125501,490111255012
602,11003,49011125408,490111254083
603,11003,49011125307,490111253074
604,11003,49011125306,490111253061
605,11003,49011125304,490111253042
606,11003,49011125304,490111253042
607,11003,49011125304,490111253043
608,11003,49011125307,490111253074
609,11003,49011125306,490111253062
610,11003,49011125304,490111253042
611,11003,49011125304,490111253042
612,11003,49011125304,490111253041
613,11003,49011125307,490111253072
614,11003,49011125307,490111253071
615,11003,49011125305,490111253054
616,11003,49011125305,490111253054
617,11003,49011125305,490111253051
618,11003,49011125307,490111253071
619,11003,49011125305,490111253053
620,11003,49011125305,490111253053
621,11003,49011125305,490111253052
622,11003,49011125301,490111253011
623,11004,49011980000,490119800001
624,11003,49011125301,490111253012
625,11003,49011125301,490111253013
626,11004,49011980000,490119800001
627,11003,49011125301,490111253014
628,11004,49011980000,490119800001
629,11004,49011980000,490119800001
630,11004,49011980000,490119800001
631,11004,49011980000,490119800001
632,11004,49011125201,490111252011
633,11004,49011980000,490119800001
634,11004,49011980000,490119800001
635,11004,49011125103,490111251032
636,11004,49011125103,490111251032
637,11004,49011125103,490111251033
638,11004,49011125104,490111251041
639,11004,49011125104,490111251041
640,11004,49011125104,490111251042
641,11004,49011125104,490111251042
642,11004,49011125104,490111251042
643,11003,49011125501,490111255011
644,11003,49011125502,490111255022
645,11003,49011125502,490111255021
646,11003,49011125702,490111257022
647,11004,49011980000,490119800001
648,11003,49011125501,490111255013
649,11003,49011125502,490111255023
650,11003,49011125502,490111255023
651,11003,49011125502,490111255023
652,11003,49011125502,490111255023
653,11003,49011125701,490111257013
654,11003,49011125702,490111257023
655,11004,49011125201,490111252012
656,11003,49011125503,490111255032
657,11003,49011125600,490111256001
658,11003,49011125701,490111257013
659,11003,49011125701,490111257011
660,11003,49011125701,490111257011
661,11004,49011125810,490111258102
662,11004,49011125809,490111258092
663,11003,49011125600,490111256001
664,11003,49011125701,490111257013
665,11003,49011125412,490111254122
666,11004,49011125414,490111254141
667,11003,49011125407,490111254073
668,11003,49011125407,490111254073
669,11003,49011125501,490111255012
670,11003,49011125408,490111254081
671,11003,49011125407,490111254073
672,11003,49011125503,490111255032
673,11003,49011125408,490111254083
674,11003,49011125407,490111254072
675,11003,49011125503,490111255031
676,11003,49011125411,490111254112
677,11003,49011125411,490111254112
678,11003,49011125411,490111254111
679,11003,49011125409,490111254091
680,11003,49011125409,490111254092
681,11004,49011125413,490111254131
682,11003,49011125409,490111254092
683,11003,49011125411,490111254112
684,11003,49011125411,490111254111
685,11003,49011125411,490111254111
686,11003,49011125410,490111254101
687,11004,49011125413,490111254132
688,11003,49011125411,490111254111
689,11003,49011125411,490111254112
690,11004,49011125103,490111251031
691,11004,49011125103,490111251031
692,11004,49011125104,490111251043
693,11004,49011125809,490111258093
694,11004,49011125807,490111258072
695,11004,49011125804,490111258044
696,11004,49011125804,490111258044
697,11004,49011125804,490111258041
698,11004,49011125804,490111258043
699,11004,49011125102,490111251021
700,11004,49011125810,490111258102
701,11004,49011125807,490111258071
702,11004,49011125801,490111258011
703,11004,49011125801,490111258015
704,11004,49011125805,490111258051
705,11004,49011125805,490111258052
706,11004,49011125907,490111259071
707,11004,49011125907,490111259071
708,11004,49011125414,490111254143
709,11004,49011125801,490111258012
710,11004,49011125801,490111258013
711,11004,49011125805,490111258051
712,11004,49011125907,490111259071
713,11004,49011125908,490111259082
714,11004,49011125908,490111259083
715,11004,49011125102,490111251021
716,11004,49011125413,490111254132
717,11004,49011125415,490111254151
718,11004,49011126002,490111260023
719,11004,49011126002,490111260021
720,11004,49011126001,490111260011
721,11004,49011126001,490111260012
722,11004,49011126001,490111260013
723,11004,49011125905,490111259053
724,11004,49011125905,490111259054
725,11004,49011125413,490111254132
726,11004,49011125415,490111254151
727,11004,49011125415,490111254151
728,11004,49011126002,490111260023
729,11004,49011126002,490111260021
730,11004,49011125906,490111259061
731,11003,49011125411,490111254112
732,11003,49011125411,490111254112
733,11004,49011126002,490111260023
734,11004,49011126002,490111260023
735,11004,49011126002,490111260022
736,11004,49011126002,490111260021
737,11004,49011126002,490111260021
738,11004,49011126001,490111260013
739,11004,49011125906,490111259064
740,11003,49011125411,490111254112
741,11003,49011126107,490111261072
742,11004,49011126001,490111260014
743,11004,49011126002,490111260023
744,11004,49011126101,490111261012
745,11004,49011125102,490111251022
746,11004,49011126002,490111260022
747,11004,49011126101,490111261011
748,11004,49011126101,490111261013
749,11003,49011126107,490111261071
750,11003,49011126107,490111261072
751,11004,49011126106,490111261062
752,11004,49011126101,490111261011
753,11003,49011126108,490111261082
754,11003,49011126108,490111261082
755,11003,49011126108,490111261081
756,11004,49011126106,490111261062
757,11004,49011127100,490111271002
758,11004,49011127100,490111271001
759,11003,49011126108,490111261082
760,11004,49011126105,490111261054
761,11004,49011127100,490111271004
762,11003,49011126108,490111261081
763,11004,49011126106,490111261061
764,11004,49011126105,490111261052
765,11004,49011126106,490111261061
766,11002,49011126205,490111262051
767,11004,49011125102,490111251022
768,11004,49011127100,490111271005
769,11004,49011127100,490111271003
770,11004,49011125102,490111251022
771,11002,49011126205,490111262052
772,11002,49011126203,490111262032
773,11002,49011126203,490111262031
774,11002,49011126203,490111262032
775,11002,49011126205,490111262051
776,11002,49011126205,490111262051
777,11002,49011126203,490111262031
778,11002,49011126206,490111262062
779,11002,49011126203,490111262031
780,11002,49011126206,490111262061
781,11002,49011126204,490111262042
782,11002,49011126204,490111262042
783,11002,49011126206,490111262062
784,11002,49011126206,490111262062
785,11002,49011126206,490111262061
786,11002,49011126206,490111262061
787,11002,49011126204,490111262043
788,11002,49011126204,490111262041
789,11002,49011126204,490111262043
790,11002,49011126204,490111262041
791,11002,49011126304,490111263041
792,11002,49011126304,490111263041
793,11002,49011126303,490111263032
794,11002,49011126304,490111263041
795,11002,49011126304,490111263043
796,11002,49011126303,490111263033
797,11002,49011126304,490111263042
798,11002,49011126304,490111263042
799,11002,49011126303,490111263031
800,11002,49011126304,490111263041
801,11002,49011126304,490111263041
802,11002,49011126306,490111263061
803,11002,49011126306,490111263061
804,11002,49011126306,490111263061
805,11002,49011126305,490111263051
806,11002,49011126304,490111263041
807,11002,49011126306,490111263062
808,11002,49011126306,490111263062
809,11002,49011126306,490111263062
810,11002,49011126306,490111263063
811,11002,49011126306,490111263063
812,11002,49011126306,490111263063
813,11002,49011126304,490111263041
814,11002,49011126304,490111263041
815,11002,49011126304,490111263041
816,11002,49011127003,490111270033
817,11002,49011127003,490111270033
818,11002,49011127003,490111270031
819,11002,49011127003,490111270031
820,11002,49011127003,490111270033
821,11002,49011127003,490111270033
822,11002,49011127003,490111270033
823,11002,49011127003,490111270033
824,11002,49011126700,490111267002
825,11002,49011126600,490111266003
826,11002,49011126600,490111266001
827,11002,49011126600,490111266002
828,11002,49011126500,490111265002
829,11002,49011126500,490111265001
830,11002,49011126700,490111267002
831,11002,49011126700,490111267002
832,11002,49011126700,490111267004
833,11002,49011126500,490111265004
834,11002,49011126500,490111265005
835,11002,49011126402,490111264021
836,11002,49011126901,490111269015
837,11002,49011126901,490111269014
838,11002,49011126901,490111269011
839,11002,49011126801,490111268012
840,11002,49011126901,490111269013
841,11002,49011126801,490111268013
842,11002,49011126801,490111268011
843,11002,49011126402,490111264022
844,11002,49011126902,490111269025
845,11002,49011126901,490111269014
846,11002,49011126902,490111269022
847,11002,49011126902,490111269021
848,11002,49011126802,490111268021
849,11002,49011126801,490111268013
850,11002,49011126902,490111269023
851,11002,49011126902,490111269023
852,11002,49011126802,490111268023
853,11002,49011126402,490111264022
854,11002,49011126406,490111264062
855,11002,49011126902,490111269024
856,11002,49011126406,490111264061
857,11002,49011126405,490111264051
858,11002,49011126404,490111264043
859,11002,49011127003,490111270033
860,11002,49011127003,490111270033
861,11002,49011127003,490111270033
862,11002,49011127005,490111270051
863,11002,49011127006,490111270061
864,11002,49011127006,490111270062
865,11002,49011126901,490111269016
866,11002,49011127003,490111270032
867,11002,49011127005,490111270052
868,11002,49011127005,490111270052
869,11002,49011127006,490111270061
870,11002,49011127006,490111270061
871,11002,49011127006,490111270063
872,11002,49011126901,490111269016
873,11002,49011126901,490111269015
874,11002,49011127003,490111270032
875,11002,49011127003,490111270033
876,11002,49011127002,490111270023
877,11002,49011127002,490111270024
878,11002,49011127002,490111270024
879,11002,49011127002,490111270024
880,11002,49011127002,490111270024
881,11002,49011127002,490111270024
882,11002,49011127002,490111270024
883,11002,49011127002,490111270021
884,11002,49011126406,490111264062
885,11002,49011126406,490111264062
886,11002,49011126405,490111264052
887,11002,49011126405,490111264052
888,11002,49011127002,490111270024
889,11002,49011127002,490111270024
890,11002,49011127002,490111270024
891,11002,49011126404,490111264042
892,11002,49011126404,490111264044
893,11002,49011127002,490111270024
894,11002,49011126404,490111264041
895,11002,49011126404,490111264041
896,11002,49011126404,490111264043
897,11002,49011127002,490111270024
907,35014,49035113906,490351139061
908,35014,49035113906,490351139061
909,35014,49035113906,490351139061
910,35014,49035113909,490351139091
911,35014,49035113909,490351139091
912,35014,49035113909,490351139091
913,35014,49035113909,490351139091
914,35014,49035113909,490351139091
915,35014,49035113909,490351139091
916,35014,49035113909,490351139091
917,35014,49035113909,490351139091
918,35014,49035113909,490351139091
919,35014,49035113909,490351139091
920,35014,49035113909,490351139091
921,35014,49035113909,490351139091
922,35014,49035113909,490351139091
923,35014,49035113909,490351139091
924,35017,49035113105,490351131051
925,35017,49035113105,490351131051
926,35017,49035113105,490351131051
927,35017,49035113105,490351131051
928,35017,49035113105,490351131051
929,35017,49035113105,490351131051
930,35017,49035113105,490351131051
931,35017,49035113105,490351131053
932,35017,49035113105,490351131053
933,35017,49035113105,490351131053
934,35017,49035113105,490351131053
935,35017,49035113105,490351131053
936,35017,49035115107,490351151071
937,35017,49035115109,490351151091
938,35017,49035115107,490351151071
939,35011,49035114700,490351147001
940,35011,49035980000,490359800001
941,35011,49035114700,490351147001
942,35014,49035113906,490351139061
943,35014,49035113906,490351139061
944,35011,49035114700,490351147001
945,35011,49035114700,490351147001
946,35012,49035100200,490351002001
947,35011,49035980000,490359800001
948,35011,49035980000,490359800001
949,35011,49035100100,490351001001
950,35011,49035980000,490359800001
951,35011,49035100307,490351003072
952,35011,49035100308,490351003081
953,35011,49035114700,490351147001
954,35014,49035113906,490351139061
955,35014,49035113906,490351139061
956,35014,49035113906,490351139061
957,35014,49035113906,490351139061
958,35011,49035980000,490359800001
959,35011,49035980000,490359800001
960,35011,49035100307,490351003071
961,35011,49035114700,490351147002
962,35011,49035114700,490351147001
963,35011,49035100100,490351001001
964,35012,49035100200,490351002001
965,35011,49035980000,490359800001
966,35011,49035100308,490351003081
967,35011,49035100500,490351005004
968,35011,49035100500,490351005003
969,35011,49035100500,490351005001
970,35011,49035100500,490351005005
971,35011,49035100700,490351007001
972,35011,49035100100,490351001001
973,35012,49035101000,490351010002
974,35012,49035114800,490351148002
975,35014,49035113906,490351139061
976,35014,49035113906,490351139061
977,35014,49035113906,490351139061
978,35011,49035980000,490359800001
979,35011,49035980000,490359800001
980,35011,49035100306,490351003063
981,35011,49035100600,490351006003
982,35011,49035100500,490351005002
983,35012,49035114800,490351148001
984,35011,49035100306,490351003062
985,35011,49035100600,490351006004
986,35011,49035100600,490351006003
987,35011,49035100600,490351006002
988,35011,49035100600,490351006005
989,35011,49035100600,490351006001
990,35011,49035100100,490351001002
991,35011,49035100100,490351001002
992,35011,49035100100,490351001002
993,35011,49035100100,490351001002
994,35011,49035100100,490351001002
995,35011,49035100800,490351008003
996,35011,49035100700,490351007003
997,35011,49035100700,490351007002
998,35011,49035100800,490351008001
999,35011,49035100700,490351007002
1000,35012,49035101000,490351010002
1001,35012,49035101101,490351011011
1002,35012,49035101000,490351010002
1003,35012,49035101200,490351012003
1004,35012,49035101000,490351010001
1005,35012,49035101200,490351012001
1006,35012,49035114800,490351148003
1007,35012,49035101402,490351014022
1008,35014,49035113906,490351139061
1009,35014,49035113906,490351139061
1010,35014,49035113906,490351139061
1011,35013,49035114500,490351145003
1012,35013,49035114500,490351145003
1013,35011,49035980000,490359800001
1014,35011,49035980000,490359800001
1015,35011,49035980000,490359800001
1016,35011,49035100306,490351003062
1017,35011,49035102702,490351027021
1018,35011,49035102702,490351027021
1019,35011,49035102600,490351026001
1020,35011,49035102600,490351026001
1021,35011,49035102600,490351026001
1022,35011,49035102600,490351026001
1023,35011,49035102502,490351025022
1024,35011,49035102501,490351025012
1025,35011,49035102501,490351025011
1026,35011,49035102501,490351025012
1027,35011,49035102501,490351025012
1028,35011,49035102501,490351025012
1029,35011,49035102501,490351025012
1030,35011,49035102501,490351025012
1031,35011,49035102501,490351025012
1032,35011,49035102501,490351025012
1033,35011,49035100800,490351008003
1034,35011,49035114000,490351140001
1035,35011,49035100800,490351008002
1036,35011,49035114000,490351140001
1037,35011,49035114000,490351140001
1038,35012,49035101102,490351011021
1039,35012,49035101102,490351011023
1040,35011,49035102100,490351021001
1041,35011,49035102100,490351021001
1042,35011,49035101900,490351019001
1043,35012,49035101101,490351011012
1044,35011,49035101900,490351019002
1045,35012,49035101200,490351012004
1046,35012,49035101700,490351017004
1047,35012,49035101200,490351012002
1048,35012,49035101500,490351015002
1049,35012,49035101200,490351012001
1050,35012,49035101500,490351015001
1051,35012,49035101402,490351014022
1052,35012,49035101402,490351014022
1053,35014,49035113906,490351139061
1054,35014,49035113906,490351139061
1055,35014,49035113906,490351139061
1056,35013,49035114500,490351145003
1057,35013,49035114500,490351145003
1058,35013,49035114500,490351145003
1059,35013,49035114500,490351145003
1060,35011,49035102702,490351027021
1061,35011,49035102702,490351027022
1062,35011,49035102702,490351027022
1063,35011,49035102701,490351027013
1064,35011,49035102600,490351026002
1065,35011,49035102502,490351025022
1066,35011,49035102502,490351025022
1067,35011,49035102501,490351025012
1068,35011,49035102502,490351025022
1069,35011,49035102502,490351025022
1070,35011,49035102501,490351025012
1071,35011,49035102502,490351025021
1072,35011,49035102502,490351025021
1073,35011,49035102501,490351025012
1074,35011,49035102502,490351025021
1075,35011,49035102502,490351025021
1076,35011,49035114000,490351140002
1077,35011,49035114000,490351140002
1078,35011,49035114000,490351140001
1079,35011,49035114000,490351140002
1080,35011,49035114000,490351140002
1081,35011,49035114000,490351140001
1082,35011,49035114000,490351140002
1083,35011,49035114000,490351140002
1084,35011,49035114000,490351140001
1085,35011,49035102100,490351021002
1086,35011,49035102100,490351021002
1087,35011,49035102100,490351021001
1088,35011,49035102100,490351021002
1089,35011,49035102100,490351021002
1090,35011,49035102100,490351021001
1091,35011,49035101900,490351019003
1092,35011,49035101900,490351019004
1093,35011,49035101900,490351019001
1094,35011,49035101900,490351019003
1095,35011,49035101900,490351019004
1096,35011,49035101900,490351019002
1097,35012,49035101700,490351017002
1098,35012,49035101700,490351017001
1099,35012,49035101700,490351017003
1100,35012,49035101500,490351015003
1101,35012,49035101500,490351015004
1102,35012,49035101402,490351014021
1103,35014,49035113906,490351139061
1104,35013,49035114500,490351145003
1105,35013,49035114500,490351145003
1106,35013,49035114500,490351145003
1107,35013,49035114500,490351145003
1108,35011,49035102701,490351027012
1109,35011,49035102701,490351027013
1110,35011,49035102600,490351026002
1111,35011,49035102600,490351026003
1112,35011,49035102600,490351026003
1113,35011,49035102600,490351026003
1114,35011,49035114000,490351140003
1115,35011,49035114000,490351140003
1116,35011,49035114000,490351140003
1117,35011,49035114000,490351140003
1118,35011,49035114000,490351140003
1119,35011,49035114000,490351140003
1120,35011,49035114000,490351140003
1121,35011,49035114000,490351140003
1122,35011,49035114000,490351140003
1123,35011,49035114000,490351140003
1124,35011,49035114000,490351140003
1125,35011,49035114000,490351140003
1126,35011,49035114000,490351140003
1127,35011,49035114000,490351140003
1128,35011,49035114000,490351140003
1129,35011,49035114000,490351140003
1130,35011,49035114000,490351140003
1131,35011,49035114000,490351140003
1132,35011,49035114000,490351140003
1133,35011,49035114000,490351140003
1134,35011,49035114000,490351140003
1135,35011,49035114000,490351140002
1136,35011,49035114000,490351140003
1137,35011,49035114000,490351140003
1138,35011,49035114000,490351140003
1139,35011,49035114000,490351140002
1140,35011,49035102300,490351023003
1141,35011,49035102300,490351023003
1142,35011,49035102300,490351023003
1143,35011,49035114000,490351140002
1144,35011,49035102300,490351023003
1145,35011,49035102300,490351023003
1146,35011,49035102300,490351023002
1147,35011,49035102300,490351023002
1148,35011,49035102300,490351023001
1149,35011,49035102300,490351023001
1150,35011,49035102300,490351023002
1151,35011,49035102300,490351023002
1152,35011,49035102000,490351020003
1153,35011,49035102000,490351020001
1154,35011,49035102000,490351020001
1155,35011,49035102000,490351020001
1156,35011,49035102000,490351020002
1157,35011,49035102000,490351020001
1158,35011,49035102000,490351020001
1159,35012,49035101800,490351018002
1160,35012,49035101800,490351018001
1161,35012,49035101800,490351018001
1162,35012,49035101600,490351016003
1163,35012,49035101600,490351016002
1164,35012,49035101600,490351016002
1165,35012,49035101600,490351016003
1166,35012,49035101401,490351014011
1167,35012,49035101401,490351014011
1168,35012,49035101401,490351014011
1169,35012,49035101402,490351014021
1170,35014,49035113906,490351139061
1171,35014,49035113906,490351139061
1172,35013,49035114500,490351145003
1173,35013,49035114500,490351145003
1174,35013,49035114500,490351145003
1175,35013,49035114500,490351145003
1176,35013,49035114500,490351145003
1177,35013,49035114500,490351145003
1178,35011,49035102801,490351028013
1179,35011,49035102801,490351028013
1180,35011,49035102801,490351028012
1181,35011,49035102701,490351027013
1182,35011,49035102801,490351028011
1183,35011,49035102801,490351028011
1184,35011,49035102600,490351026003
1185,35011,49035102801,490351028011
1186,35011,49035102900,490351029001
1187,35011,49035102801,490351028011
1188,35011,49035102900,490351029001
1189,35011,49035102900,490351029001
1190,35011,49035102900,490351029001
1191,35011,49035102900,490351029001
1192,35011,49035102900,490351029001
1193,35011,49035102900,490351029001
1194,35011,49035103000,490351030002
1195,35011,49035103000,490351030001
1196,35011,49035103000,490351030001
1197,35012,49035103500,490351035003
1198,35012,49035103500,490351035002
1199,35012,49035103500,490351035001
1200,35012,49035103600,490351036002
1201,35012,49035103600,490351036001
1202,35012,49035103600,490351036001
1203,35012,49035104100,490351041002
1204,35012,49035104100,490351041001
1205,35012,49035104200,490351042003
1206,35012,49035104200,490351042002
1207,35014,49035113906,490351139061
1208,35014,49035113906,490351139061
1209,35014,49035113906,490351139061
1210,35014,49035113906,490351139061
1211,35013,49035114500,490351145003
1212,35013,49035114500,490351145003
1213,35013,49035114500,490351145003
1214,35013,49035114500,490351145003
1215,35013,49035114500,490351145003
1216,35013,49035114500,490351145003
1217,35011,49035102802,490351028023
1218,35011,49035102802,490351028022
1219,35011,49035102802,490351028022
1220,35011,49035102802,490351028021
1221,35011,49035102801,490351028012
1222,35011,49035102802,490351028021
1223,35011,49035102801,490351028011
1224,35011,49035102802,490351028021
1225,35011,49035102802,490351028021
1226,35011,49035102900,490351029002
1227,35011,49035102900,490351029002
1228,35011,49035102900,490351029002
1229,35011,49035102900,490351029002
1230,35011,49035102900,490351029002
1231,35011,49035103100,490351031003
1232,35011,49035103100,490351031002
1233,35011,49035103100,490351031001
1234,35012,49035103400,490351034003
1235,35012,49035103400,490351034002
1236,35012,49035103400,490351034001
1237,35012,49035103500,490351035001
1238,35012,49035103700,490351037002
1239,35012,49035103600,490351036002
1240,35012,49035103700,490351037001
1241,35012,49035104000,490351040003
1242,35012,49035104000,490351040002
1243,35012,49035104000,490351040001
1244,35012,49035104200,490351042004
1245,35012,49035104200,490351042005
1246,35013,49035114500,490351145003
1247,35013,49035114500,490351145003
1248,35011,49035102802,490351028023
1249,35011,49035102802,490351028021
1250,35011,49035102802,490351028021
1251,35011,49035102802,490351028021
1252,35011,49035102802,490351028021
1253,35011,49035102900,490351029003
1254,35011,49035102900,490351029003
1255,35011,49035102900,490351029003
1256,35011,49035102900,490351029003
1257,35011,49035102900,490351029003
1258,35011,49035103200,490351032003
1259,35011,49035103200,490351032002
1260,35011,49035103200,490351032001
1261,35012,49035103300,490351033003
1262,35012,49035103300,490351033002
1263,35012,49035103300,490351033001
1264,35012,49035103800,490351038002
1265,35012,49035103800,490351038001
1266,35012,49035103900,490351039003
1267,35012,49035103900,490351039002
1268,35012,49035103900,490351039001
1269,35012,49035104300,490351043001
1270,35012,49035104200,490351042001
1271,35012,49035104900,490351049001
1272,35012,49035114100,490351141001
1273,35012,49035114100,490351141001
1274,35012,49035103300,490351033002
1275,35012,49035114100,490351141001
1276,35012,49035103300,490351033001
1277,35012,49035114100,490351141002
1278,35012,49035114100,490351141002
1279,35012,49035104400,490351044002
1280,35012,49035104300,490351043002
1281,35012,49035110103,490351101031
1282,35012,49035104900,490351049003
1283,35012,49035104900,490351049001
1284,35012,49035104900,490351049002
1285,35012,49035114100,490351141001
1286,35012,49035104700,490351047003
1287,35012,49035114100,490351141001
1288,35012,49035114100,490351141001
1289,35012,49035104700,490351047003
1290,35012,49035104700,490351047002
1291,35012,49035104700,490351047001
1292,35012,49035104400,490351044001
1293,35012,49035104300,490351043002
1294,35012,49035104900,490351049003
1295,35012,49035104800,490351048004
1296,35012,49035104800,490351048004
1297,35012,49035104800,490351048003
1298,35012,49035104800,490351048002
1299,35012,49035104800,490351048001
1300,35012,49035104700,490351047001
1301,35015,49035111802,490351118022
1302,35014,49035113906,490351139061
1303,35014,49035113906,490351139061
1304,35014,49035113903,490351139031
1305,35014,49035113903,490351139033
1306,35014,49035113906,490351139062
1307,35014,49035113903,490351139031
1308,35014,49035113903,490351139032
1309,35014,49035113903,490351139033
1310,35014,49035113908,490351139081
1311,35014,49035113904,490351139044
1312,35014,49035113904,490351139042
1313,35014,49035113909,490351139091
1314,35014,49035113908,490351139083
1315,35014,49035113905,490351139054
1316,35014,49035113905,490351139052
1317,35014,49035113905,490351139054
1318,35014,49035113905,490351139054
1319,35014,49035113905,490351139053
1320,35014,49035113905,490351139053
1321,35013,49035113415,490351134153
1322,35013,49035113415,490351134153
1323,35013,49035113415,490351134153
1324,35013,49035114500,490351145003
1325,35013,49035114500,490351145003
1326,35013,49035114500,490351145003
1327,35013,49035113307,490351133074
1328,35013,49035113307,490351133074
1329,35013,49035113307,490351133074
1330,35013,49035113312,490351133122
1331,35013,49035113311,490351133111
1332,35013,49035113415,490351134153
1333,35013,49035113415,490351134153
1334,35013,49035113415,490351134153
1335,35013,49035114500,490351145003
1336,35013,49035114500,490351145003
1337,35013,49035114500,490351145003
1338,35013,49035113415,490351134152
1339,35013,49035113415,490351134153
1340,35013,49035113415,490351134151
1341,35013,49035113415,490351134151
1342,35013,49035114500,490351145003
1343,35013,49035114500,490351145003
1344,35013,49035114500,490351145003
